maintenance_id,equipment_id,unit_id,maintenance_type,maintenance_date,completion_date,downtime_days,maintenance_cost,maintenance_status,failure_category
M-00284,E-01756,U-032,Inspection,2025-05-15,2025-05-20,18,21468.37,Overdue,Mechanical
M-00285,E-00389,U-047,Inspection,2025-09-20,2025-09-26,15,12266.32,In Progress,Electrical
M-00286,E-00158,U-015,Inspection,2025-09-01,2025-09-10,14,8909.9,In Progress,No Failure
M-00287,E-01592,U-003,Inspection,2025-02-04,2025-02-14,3,17587.27,Overdue,Mechanical
M-00288,E-01476,U-048,Inspection,2026-02-14,2026-02-22,17,5093.95,Completed,Software
M-00289,E-01428,U-054,Inspection,2026-01-09,2026-01-13,13,20273.13,Completed,Software
M-00290,E-01598,U-058,Preventive,2025-10-19,2025-10-22,15,1251.93,In Progress,No Failure
M-00291,E-01151,U-009,Inspection,2025-12-02,2025-12-06,14,1341.27,Overdue,Electrical
M-00292,E-01096,U-053,Corrective,2025-02-12,2025-02-15,1,16889.06,Completed,Power
M-00293,E-01299,U-016,Inspection,2025-08-08,2025-08-17,4,23615.82,Completed,No Failure
M-00294,E-01554,U-030,Corrective,2026-03-14,2026-03-22,14,24473.29,In Progress,Power
M-00295,E-00036,U-032,Inspection,2025-07-24,2025-08-01,8,7733.33,In Progress,Software
M-00296,E-00459,U-001,Corrective,2026-01-20,2026-01-27,16,523.55,Overdue,No Failure
M-00297,E-01187,U-009,Corrective,2025-01-03,2025-01-10,11,12514.4,In Progress,Power
M-00298,E-01207,U-022,Corrective,2026-02-22,2026-03-02,2,8282.35,In Progress,Electrical
M-00299,E-00413,U-048,Preventive,2025-09-07,2025-09-14,9,18282.18,Completed,Software
M-00300,E-01522,U-008,Corrective,2025-12-16,2025-12-23,18,16518.16,In Progress,Power
M-00301,E-01472,U-006,Corrective,2025-02-21,2025-03-02,17,11004.5,Completed,No Failure
M-00302,E-01741,U-039,Corrective,2025-06-14,2025-06-18,4,3846.66,Overdue,Power
M-00303,E-00866,U-049,Preventive,2026-03-06,2026-03-12,9,24618.75,Overdue,No Failure
M-00304,E-01406,U-018,Inspection,2025-02-03,2025-02-09,17,1767.85,Completed,No Failure
M-00305,E-01597,U-002,Corrective,2025-10-28,2025-10-30,11,15405.71,In Progress,No Failure
M-00306,E-00084,U-007,Preventive,2025-01-27,2025-02-06,2,24171.31,Completed,Electrical
M-00307,E-00430,U-006,Inspection,2026-06-16,2026-06-22,9,10115.96,Overdue,Power
M-00308,E-01292,U-046,Inspection,2025-11-13,2025-11-21,10,6478.28,In Progress,Software
M-00309,E-00476,U-004,Inspection,2026-08-11,2026-08-12,18,15307.37,Completed,Power
M-00310,E-00220,U-002,Inspection,2026-08-12,2026-08-18,13,12696.37,Overdue,Power
M-00311,E-00294,U-043,Preventive,2025-04-22,2025-04-23,12,7697.93,Overdue,Software
M-00312,E-01306,U-058,Inspection,2025-09-17,2025-09-29,6,9282.32,Completed,No Failure
M-00313,E-00178,U-049,Preventive,2025-02-12,2025-02-18,10,21565.56,Completed,Software
M-00314,E-00602,U-011,Inspection,2025-06-20,2025-06-30,10,2044.81,Completed,Mechanical
M-00315,E-01157,U-051,Inspection,2026-04-05,2026-04-15,2,18353.1,Completed,Power
M-00316,E-00506,U-035,Inspection,2026-07-26,2026-08-07,15,17144.84,In Progress,Electrical
M-00317,E-01747,U-054,Preventive,2026-03-17,2026-03-28,13,20869.08,Overdue,Software
M-00318,E-01183,U-002,Preventive,2025-11-24,2025-11-28,10,909.03,Completed,Software
M-00319,E-01254,U-043,Inspection,2026-04-27,2026-05-01,18,11797.82,In Progress,Power
M-00320,E-00044,U-026,Preventive,2026-06-25,2026-07-04,7,10482.94,Completed,Software
M-00321,E-01361,U-046,Inspection,2025-07-29,2025-08-08,15,17788.28,Completed,Electrical
M-00322,E-01541,U-037,Preventive,2026-01-27,2026-02-05,6,21997.71,In Progress,No Failure
M-00323,E-00714,U-057,Inspection,2025-11-13,2025-11-15,18,8479.75,Completed,Power
M-00324,E-01690,U-005,Preventive,2025-04-18,2025-04-26,17,10666.55,In Progress,Electrical
M-00325,E-01699,U-024,Corrective,2026-04-05,2026-04-13,16,2251.16,Completed,Software
M-00326,E-01132,U-021,Preventive,2025-05-19,2025-05-23,2,23085.75,Overdue,Electrical
M-00327,E-00655,U-039,Corrective,2026-03-25,2026-03-26,12,12835.3,Completed,Power
M-00328,E-01392,U-030,Preventive,2025-01-14,2025-01-21,1,9762.75,In Progress,Software
M-00329,E-00988,U-050,Inspection,2025-04-24,2025-05-05,6,7024.07,Overdue,Electrical
M-00330,E-01357,U-038,Corrective,2025-06-29,2025-07-05,11,18890.91,In Progress,No Failure
M-00331,E-00388,U-036,Corrective,2026-02-19,2026-03-01,14,12177.31,In Progress,Mechanical
M-00332,E-00195,U-008,Corrective,2025-11-13,2025-11-17,15,9231.78,Completed,Mechanical
M-00333,E-00909,U-006,Corrective,2025-11-04,2025-11-15,17,13530.17,In Progress,Power
M-00334,E-01476,U-048,Inspection,2026-03-06,2026-03-16,2,17826.31,Overdue,Mechanical
M-00335,E-00214,U-002,Preventive,2025-04-16,2025-04-22,14,12169.92,Completed,Power
M-00336,E-01113,U-010,Preventive,2025-12-19,2025-12-25,15,10981.71,Overdue,Electrical
M-00337,E-01013,U-055,Inspection,2025-02-07,2025-02-13,2,16694.96,Overdue,No Failure
M-00338,E-01247,U-053,Preventive,2026-07-12,2026-07-21,7,24815.99,Overdue,Power
M-00339,E-00531,U-056,Corrective,2026-03-21,2026-04-02,2,4848.2,In Progress,Mechanical
M-00340,E-01043,U-033,Preventive,2026-03-15,2026-03-19,10,18790.58,In Progress,Electrical
M-00341,E-00416,U-021,Preventive,2025-09-04,2025-09-13,5,6483.14,Overdue,Mechanical
M-00342,E-00284,U-020,Corrective,2025-10-13,2025-10-21,2,8805.54,In Progress,Mechanical
M-00343,E-01480,U-036,Inspection,2026-04-27,2026-05-08,5,10359.5,Overdue,Software
M-00344,E-00016,U-048,Preventive,2025-07-27,2025-08-01,5,11867.69,In Progress,No Failure
M-00345,E-01363,U-025,Inspection,2026-06-22,2026-07-03,13,19436.01,Overdue,Software
M-00346,E-01295,U-007,Inspection,2026-01-22,2026-01-30,9,12294.34,Overdue,Power
M-00347,E-00442,U-012,Preventive,2026-04-26,2026-04-30,18,8941.29,In Progress,Electrical
M-00348,E-01148,U-005,Inspection,2026-03-31,2026-04-03,14,13401.93,Overdue,Power
M-00349,E-00252,U-047,Preventive,2025-06-08,2025-06-20,9,2711.77,Overdue,Power
M-00350,E-01438,U-039,Preventive,2025-08-17,2025-08-26,1,21742.49,In Progress,Power
M-00351,E-00714,U-057,Inspection,2025-09-04,2025-09-14,9,21754.77,Completed,Software
M-00352,E-00739,U-039,Corrective,2025-10-09,2025-10-15,9,2078.39,Overdue,Software
M-00353,E-00337,U-038,Inspection,2025-11-22,2025-12-01,8,2595.69,Completed,No Failure
M-00354,E-00476,U-004,Corrective,2025-12-22,2025-12-26,1,5474.12,Completed,Software
M-00355,E-00309,U-015,Corrective,2026-03-18,2026-03-22,11,16859.58,Overdue,No Failure
M-00356,E-00632,U-038,Inspection,2026-04-03,2026-04-12,13,9327.09,Completed,Electrical
M-00357,E-01697,U-020,Inspection,2026-05-31,2026-06-12,14,16528.99,Completed,Power
M-00358,E-00303,U-021,Preventive,2026-01-11,2026-01-20,14,4729.17,Overdue,Electrical
M-00359,E-01099,U-031,Corrective,2025-11-18,2025-11-23,7,7802.38,In Progress,No Failure
M-00360,E-01404,U-043,Inspection,2026-06-21,2026-06-24,7,996.98,Completed,Mechanical
M-00361,E-01115,U-025,Preventive,2026-03-26,2026-04-04,10,10178.98,Overdue,Power
M-00362,E-00805,U-007,Preventive,2025-08-03,2025-08-10,7,6480.13,Overdue,Mechanical
M-00363,E-00794,U-009,Preventive,2025-02-12,2025-02-20,6,18733.38,Completed,Software
M-00364,E-01576,U-025,Preventive,2025-01-15,2025-01-19,13,8134.11,Completed,Software
M-00365,E-01691,U-011,Inspection,2025-10-18,2025-10-26,10,14488.6,Overdue,No Failure
M-00366,E-00888,U-014,Corrective,2025-09-03,2025-09-14,8,21531.97,Overdue,No Failure
M-00367,E-00469,U-037,Preventive,2025-04-08,2025-04-20,4,10010.63,Completed,Electrical
M-00368,E-00884,U-016,Preventive,2025-07-03,2025-07-12,9,9389.41,In Progress,Mechanical
M-00369,E-00149,U-054,Preventive,2025-10-25,2025-11-03,11,11616.01,In Progress,Power
M-00370,E-00334,U-007,Corrective,2026-08-12,2026-08-14,4,16029.44,Overdue,Mechanical
M-00371,E-01080,U-060,Preventive,2026-03-14,2026-03-15,13,18412.3,In Progress,No Failure
M-00372,E-01516,U-020,Preventive,2025-03-03,2025-03-10,1,7756.76,Overdue,No Failure
M-00373,E-01305,U-030,Corrective,2025-04-17,2025-04-22,11,5381.66,Overdue,Software
M-00374,E-00217,U-022,Preventive,2026-01-24,2026-01-29,9,2278.49,Completed,Electrical
M-00375,E-00797,U-041,Inspection,2026-05-19,2026-05-28,10,8326.51,In Progress,Power
M-00376,E-01738,U-025,Preventive,2025-06-01,2025-06-08,12,1871.47,Completed,Mechanical
M-00377,E-00314,U-055,Inspection,2025-08-05,2025-08-15,7,8990.36,Overdue,Mechanical
M-00378,E-01735,U-006,Corrective,2025-01-15,2025-01-17,3,16234.86,Completed,Electrical
M-00379,E-01549,U-029,Inspection,2025-06-25,2025-07-04,12,1087.47,Completed,No Failure
M-00380,E-00709,U-021,Corrective,2025-02-01,2025-02-08,15,2810.01,Overdue,Mechanical
M-00381,E-00480,U-025,Inspection,2025-08-16,2025-08-20,4,12740.59,Completed,Mechanical
M-00382,E-00933,U-034,Corrective,2026-08-12,2026-08-18,9,18520.79,Completed,Power
M-00383,E-01153,U-050,Inspection,2026-07-20,2026-07-23,10,18966.7,Overdue,Power
M-00384,E-00321,U-055,Preventive,2025-01-06,2025-01-15,18,2269.51,Overdue,Power
M-00385,E-00098,U-021,Inspection,2026-06-06,2026-06-17,12,3897.95,In Progress,Electrical
M-00386,E-01122,U-014,Preventive,2025-01-04,2025-01-07,14,15378.29,Completed,Mechanical
M-00387,E-00094,U-019,Preventive,2025-12-02,2025-12-10,8,24677.87,Completed,Mechanical
M-00388,E-01536,U-028,Preventive,2025-03-06,2025-03-16,10,6345.94,Completed,Power
M-00389,E-00749,U-034,Inspection,2025-02-16,2025-02-19,16,6639.76,In Progress,Power
M-00390,E-01615,U-001,Inspection,2025-09-03,2025-09-07,17,24026.93,In Progress,No Failure
M-00391,E-01554,U-030,Corrective,2025-08-26,2025-09-06,13,9192.11,Completed,Software
M-00392,E-01197,U-057,Preventive,2025-09-30,2025-10-12,18,19059.12,Overdue,Software
M-00393,E-00040,U-022,Preventive,2025-07-15,2025-07-16,17,10566.73,In Progress,No Failure
M-00394,E-00589,U-049,Corrective,2026-07-24,2026-08-04,8,20822.46,Overdue,No Failure
M-00395,E-01056,U-040,Preventive,2025-11-23,2025-11-29,2,18971.75,In Progress,Software
M-00396,E-01751,U-025,Inspection,2026-05-23,2026-05-25,11,14821.51,In Progress,No Failure
M-00397,E-01141,U-037,Preventive,2025-05-09,2025-05-17,16,4674.69,Completed,Software
M-00398,E-00107,U-020,Corrective,2026-05-10,2026-05-15,9,12027.75,Overdue,Power
M-00399,E-01164,U-030,Inspection,2025-04-20,2025-04-22,16,3559.42,In Progress,No Failure
M-00400,E-00061,U-037,Inspection,2025-07-25,2025-07-30,12,10164.87,Overdue,Software
M-00401,E-01409,U-006,Inspection,2025-10-11,2025-10-18,11,17018.11,In Progress,Power
M-00402,E-00981,U-043,Corrective,2025-10-28,2025-11-07,13,10419.1,Completed,Electrical
M-00403,E-00277,U-051,Corrective,2025-08-13,2025-08-20,2,19303.44,In Progress,Mechanical
M-00404,E-00213,U-035,Preventive,2025-06-01,2025-06-10,4,13809.16,Completed,Electrical
M-00405,E-01059,U-024,Inspection,2025-08-04,2025-08-15,5,9211.96,Completed,Software
M-00406,E-01390,U-049,Preventive,2025-10-16,2025-10-21,7,14731.17,In Progress,No Failure
M-00407,E-00824,U-056,Preventive,2025-01-19,2025-01-26,11,12337.2,In Progress,Mechanical
M-00408,E-00272,U-015,Corrective,2026-03-17,2026-03-26,10,23705.13,Completed,Power
M-00409,E-01365,U-008,Corrective,2025-04-12,2025-04-16,13,12012.07,Completed,Electrical
M-00410,E-00646,U-050,Corrective,2025-06-03,2025-06-14,18,2142.87,In Progress,Power
M-00411,E-00999,U-035,Corrective,2026-01-30,2026-02-02,17,6135.92,Overdue,Power
M-00412,E-00024,U-050,Inspection,2025-08-03,2025-08-09,8,15185.68,Completed,Electrical
M-00413,E-00086,U-025,Inspection,2026-06-19,2026-06-28,12,5111.05,Overdue,Software
M-00414,E-01714,U-051,Preventive,2026-04-25,2026-04-30,1,2778.31,In Progress,Software
M-00415,E-01659,U-058,Inspection,2026-05-16,2026-05-21,15,24467.72,In Progress,Electrical
M-00416,E-00414,U-020,Corrective,2026-04-06,2026-04-07,9,19140.85,Overdue,No Failure
M-00417,E-01180,U-028,Corrective,2026-03-04,2026-03-13,3,15277.29,In Progress,Electrical
M-00418,E-01762,U-036,Inspection,2025-12-11,2025-12-19,15,6208.85,In Progress,No Failure
M-00419,E-01598,U-058,Inspection,2025-02-02,2025-02-06,9,1020.31,In Progress,Power
M-00420,E-00823,U-040,Inspection,2026-07-09,2026-07-19,4,23101.57,Overdue,No Failure
M-00421,E-00601,U-044,Inspection,2025-04-23,2025-05-04,16,24176.21,In Progress,Electrical
M-00422,E-01280,U-035,Preventive,2025-10-12,2025-10-13,16,21459.43,Completed,No Failure
M-00423,E-01403,U-013,Inspection,2026-05-30,2026-06-08,15,16713.01,Completed,Electrical
M-00424,E-01181,U-040,Corrective,2025-04-14,2025-04-20,17,11833.55,Completed,Electrical
M-00425,E-00507,U-038,Preventive,2025-11-12,2025-11-14,2,6960.41,In Progress,Electrical
M-00426,E-01139,U-060,Corrective,2026-03-06,2026-03-08,5,9933.36,In Progress,Power
M-00427,E-01125,U-001,Inspection,2025-03-10,2025-03-13,4,4573.04,In Progress,Software
M-00428,E-01278,U-052,Inspection,2026-07-01,2026-07-07,6,6827.24,Overdue,Software
M-00429,E-00132,U-033,Preventive,2026-02-19,2026-03-02,17,7658.98,Overdue,Mechanical
M-00430,E-01388,U-013,Corrective,2026-07-28,2026-08-03,7,11897.38,Completed,No Failure
M-00431,E-01447,U-019,Preventive,2025-10-12,2025-10-20,14,5478.44,Overdue,Mechanical
M-00432,E-00755,U-051,Corrective,2026-08-03,2026-08-11,1,12579.72,Completed,Electrical
M-00433,E-01539,U-008,Corrective,2025-09-19,2025-09-28,4,7139.09,In Progress,No Failure
M-00434,E-00010,U-021,Inspection,2025-03-02,2025-03-14,9,1387.13,In Progress,Mechanical
M-00435,E-00841,U-007,Preventive,2025-02-16,2025-02-20,4,1747.45,In Progress,Mechanical
M-00436,E-01589,U-040,Corrective,2025-02-11,2025-02-21,16,4393.22,In Progress,Software
M-00437,E-01517,U-023,Preventive,2025-06-15,2025-06-27,18,12830.91,In Progress,Mechanical
M-00438,E-00316,U-021,Preventive,2026-04-10,2026-04-22,9,6836.27,Overdue,Electrical
M-00439,E-01180,U-028,Corrective,2025-06-02,2025-06-04,16,17396.51,In Progress,Electrical
M-00440,E-01293,U-036,Corrective,2025-11-26,2025-12-04,12,12963.86,In Progress,Software
M-00441,E-01439,U-056,Inspection,2025-09-07,2025-09-15,3,22801.34,Overdue,Mechanical
M-00442,E-00385,U-011,Corrective,2025-05-27,2025-06-07,2,20004.32,Overdue,Electrical
M-00443,E-00942,U-026,Inspection,2025-05-04,2025-05-10,7,18010.53,Completed,No Failure
M-00444,E-00974,U-043,Preventive,2025-10-24,2025-11-05,1,6801.03,Completed,Mechanical
M-00445,E-00773,U-013,Preventive,2025-03-02,2025-03-07,4,5423.96,Completed,Electrical
M-00446,E-01397,U-026,Corrective,2026-02-11,2026-02-19,12,4117.66,Completed,Electrical
M-00447,E-00227,U-003,Corrective,2025-06-09,2025-06-19,15,3013.35,In Progress,Power
M-00448,E-01519,U-030,Preventive,2025-11-30,2025-12-07,10,4871.97,Overdue,Electrical
M-00449,E-00323,U-038,Inspection,2026-08-07,2026-08-17,1,17345.08,Completed,Software
M-00450,E-01122,U-014,Corrective,2025-04-14,2025-04-26,14,11815.45,Completed,Power
M-00451,E-01738,U-025,Preventive,2026-03-25,2026-03-28,12,8144.26,Completed,Electrical
M-00452,E-01312,U-012,Inspection,2025-08-26,2025-08-28,11,13001.74,In Progress,Mechanical
M-00453,E-00989,U-043,Corrective,2025-05-10,2025-05-17,2,20740.95,In Progress,Electrical
M-00454,E-01050,U-005,Inspection,2025-06-11,2025-06-12,7,11178.0,Completed,Electrical
M-00455,E-01421,U-008,Corrective,2025-04-21,2025-05-03,12,1303.96,Completed,Electrical
M-00456,E-00133,U-041,Corrective,2025-09-01,2025-09-02,16,6047.66,Completed,Power
M-00457,E-01624,U-052,Inspection,2025-02-26,2025-03-05,13,11256.79,In Progress,Mechanical
M-00458,E-00587,U-016,Corrective,2025-01-05,2025-01-09,6,7304.05,Overdue,No Failure
M-00459,E-01417,U-017,Inspection,2026-02-26,2026-03-03,8,8706.03,Overdue,Power
M-00460,E-01026,U-054,Preventive,2026-03-21,2026-03-29,18,16805.47,In Progress,Software
M-00461,E-00139,U-059,Inspection,2025-09-03,2025-09-04,11,11600.56,Completed,No Failure
M-00462,E-00458,U-056,Corrective,2026-01-23,2026-02-01,18,9928.81,In Progress,Mechanical
M-00463,E-01705,U-060,Preventive,2026-01-17,2026-01-24,4,8224.92,Completed,Electrical
M-00464,E-00023,U-011,Inspection,2025-12-23,2025-12-29,16,705.77,Completed,Software
M-00465,E-00765,U-030,Inspection,2025-02-06,2025-02-13,18,12571.44,In Progress,Mechanical
M-00466,E-00190,U-022,Preventive,2025-05-10,2025-05-16,18,14938.5,Overdue,Power
M-00467,E-00652,U-018,Corrective,2026-07-29,2026-08-08,5,21919.27,Completed,Mechanical
M-00468,E-00883,U-042,Preventive,2025-01-26,2025-02-02,6,8700.79,In Progress,No Failure
M-00469,E-00750,U-039,Corrective,2025-03-31,2025-04-10,15,17522.29,In Progress,No Failure
M-00470,E-01774,U-026,Corrective,2025-07-25,2025-08-03,9,14905.06,Completed,No Failure
M-00471,E-01711,U-044,Corrective,2025-06-26,2025-06-30,9,19248.17,In Progress,Mechanical
M-00472,E-01086,U-055,Inspection,2025-01-21,2025-01-23,16,10866.21,Completed,No Failure
M-00473,E-00405,U-056,Corrective,2025-10-03,2025-10-05,13,7292.18,In Progress,No Failure
M-00474,E-00656,U-054,Inspection,2025-06-02,2025-06-09,11,6582.4,Completed,Power
M-00475,E-01735,U-006,Corrective,2025-09-25,2025-09-26,17,2822.12,Completed,No Failure
M-00476,E-00553,U-037,Inspection,2026-06-25,2026-06-27,6,14780.04,In Progress,No Failure
M-00477,E-01261,U-010,Inspection,2026-07-26,2026-07-31,2,19472.65,Overdue,Software
M-00478,E-01349,U-059,Preventive,2025-09-15,2025-09-23,10,14068.18,Overdue,No Failure
M-00479,E-01658,U-033,Corrective,2025-05-20,2025-05-29,4,12444.57,Overdue,Power
M-00480,E-00017,U-008,Inspection,2025-01-15,2025-01-16,11,13117.13,Overdue,Software
M-00481,E-01788,U-048,Corrective,2025-01-13,2025-01-24,17,1524.11,Completed,Mechanical
M-00482,E-00033,U-036,Preventive,2025-07-17,2025-07-22,1,8827.95,Completed,Software
M-00483,E-01718,U-016,Inspection,2025-04-26,2025-05-08,2,8808.03,Overdue,Power
M-00484,E-00699,U-054,Inspection,2026-06-15,2026-06-26,14,20353.79,Overdue,Software
M-00485,E-00078,U-047,Preventive,2025-07-08,2025-07-12,3,2881.73,Overdue,Electrical
M-00486,E-01165,U-013,Corrective,2025-11-07,2025-11-08,5,24039.65,Completed,Power
M-00487,E-00596,U-036,Corrective,2026-03-17,2026-03-24,9,4032.57,Completed,Power
M-00488,E-01446,U-040,Inspection,2025-12-22,2025-12-31,7,10215.2,Completed,No Failure
M-00489,E-00937,U-044,Inspection,2025-10-01,2025-10-10,18,19693.82,In Progress,Software
M-00490,E-01414,U-016,Inspection,2025-11-25,2025-11-27,6,10025.42,Overdue,Power
M-00491,E-00001,U-009,Preventive,2025-09-08,2025-09-10,9,18754.63,In Progress,Electrical
M-00492,E-01407,U-020,Corrective,2025-12-29,2026-01-10,4,19095.81,In Progress,Mechanical
M-00493,E-01006,U-037,Inspection,2026-06-09,2026-06-11,7,1056.14,Overdue,Software
M-00494,E-00708,U-038,Corrective,2025-02-28,2025-03-04,17,14460.34,In Progress,Mechanical
M-00495,E-01330,U-028,Corrective,2025-04-13,2025-04-18,12,1466.89,In Progress,Power
M-00496,E-01794,U-047,Corrective,2026-08-01,2026-08-05,5,19337.15,Completed,No Failure
M-00497,E-00967,U-041,Corrective,2025-06-01,2025-06-13,18,22977.75,In Progress,Mechanical
M-00498,E-00193,U-038,Corrective,2025-07-10,2025-07-12,7,16902.78,Overdue,Mechanical
M-00499,E-01669,U-032,Corrective,2026-01-07,2026-01-12,11,13830.16,Completed,Software
M-00500,E-01528,U-020,Inspection,2025-01-14,2025-01-20,17,5401.9,Completed,Mechanical
M-00501,E-00075,U-053,Preventive,2026-06-15,2026-06-21,9,16020.49,In Progress,Power
M-00502,E-01384,U-009,Inspection,2026-05-01,2026-05-10,12,14332.66,Overdue,No Failure
M-00503,E-01208,U-052,Preventive,2025-06-26,2025-07-03,13,9635.8,Overdue,Power
M-00504,E-00365,U-045,Inspection,2026-01-15,2026-01-25,14,20350.77,In Progress,Electrical
M-00505,E-01410,U-059,Preventive,2025-06-17,2025-06-21,14,13702.38,Completed,Power
M-00506,E-00963,U-022,Preventive,2025-12-15,2025-12-20,4,13544.37,Overdue,Software
M-00507,E-01442,U-052,Corrective,2025-12-19,2025-12-30,16,20958.18,Overdue,No Failure
M-00508,E-00330,U-013,Inspection,2025-05-18,2025-05-19,3,21591.9,In Progress,No Failure
M-00509,E-01389,U-024,Corrective,2025-01-28,2025-01-31,10,9389.94,Completed,Power
M-00510,E-01534,U-048,Inspection,2026-01-31,2026-02-10,10,7052.68,Completed,Mechanical
M-00511,E-01366,U-038,Corrective,2025-08-07,2025-08-09,10,17564.67,Overdue,No Failure
M-00512,E-00063,U-013,Preventive,2025-08-11,2025-08-15,4,20761.08,In Progress,Electrical
M-00513,E-00960,U-056,Inspection,2026-08-10,2026-08-11,14,10839.7,In Progress,Mechanical
M-00514,E-00964,U-007,Inspection,2026-05-09,2026-05-20,5,18903.32,Overdue,No Failure
M-00515,E-00163,U-044,Corrective,2025-03-04,2025-03-05,18,6146.3,In Progress,Power
M-00516,E-01519,U-030,Inspection,2026-04-25,2026-04-28,13,937.17,Completed,Software
M-00517,E-00916,U-023,Inspection,2026-04-26,2026-05-04,12,16286.58,Completed,Mechanical
M-00518,E-00292,U-028,Corrective,2025-05-17,2025-05-21,8,23558.81,Completed,Power
M-00519,E-00541,U-027,Corrective,2025-05-12,2025-05-20,16,11549.8,Completed,Electrical
