personnel_id,unit_id,rank,role,specialization,training_status,training_completion_percentage,deployment_status,joining_date
P-00335,U-038,Officer,Operator,Operations,In Progress,61.5,Available,2024-04-28
P-00336,U-016,Officer,Logistics,Operations,In Progress,80.5,Deployed,2019-07-28
P-00337,U-051,Junior,Logistics,Operations,Complete,99.5,Available,2019-02-05
P-00338,U-028,Junior,Analyst,Planning,In Progress,65.4,Deployed,2018-05-02
P-00339,U-041,Officer,Medic,Maintenance,In Progress,67.3,Deployed,2024-03-15
P-00340,U-025,Officer,Operator,Operations,In Progress,74.4,Available,2025-12-30
P-00341,U-005,Senior,Medic,Maintenance,In Progress,58.7,Training,2022-05-15
P-00342,U-021,Junior,Operator,Operations,In Progress,71.2,Deployed,2022-01-14
P-00343,U-049,Senior,Operator,Maintenance,In Progress,67.1,Deployed,2023-01-13
P-00344,U-036,Officer,Operator,Systems,In Progress,80.0,Available,2021-12-20
P-00345,U-036,Lead,Medic,Systems,In Progress,59.2,Deployed,2022-08-22
P-00346,U-025,Senior,Logistics,Maintenance,Complete,90.1,Training,2022-04-09
P-00347,U-011,Lead,Analyst,Planning,In Progress,61.2,Available,2018-09-17
P-00348,U-011,Officer,Analyst,Planning,In Progress,74.6,Available,2022-01-19
P-00349,U-017,Officer,Logistics,Maintenance,Complete,97.5,Deployed,2019-03-15
P-00350,U-009,Officer,Analyst,Planning,In Progress,68.7,Deployed,2022-12-09
P-00351,U-022,Senior,Analyst,Operations,In Progress,74.4,Training,2025-10-18
P-00352,U-013,Senior,Medic,Operations,In Progress,76.6,Deployed,2025-10-17
P-00353,U-041,Senior,Analyst,Planning,In Progress,77.1,Deployed,2022-05-29
P-00354,U-024,Senior,Logistics,Maintenance,In Progress,60.1,Training,2024-03-03
P-00355,U-002,Officer,Engineer,Planning,Complete,97.9,Deployed,2025-10-08
P-00356,U-005,Officer,Medic,Maintenance,Complete,91.9,Training,2021-05-25
P-00357,U-016,Senior,Medic,Planning,In Progress,66.4,Available,2023-01-14
P-00358,U-039,Officer,Logistics,Planning,In Progress,76.6,Training,2018-05-31
P-00359,U-051,Junior,Operator,Maintenance,Complete,98.6,Training,2025-06-15
P-00360,U-023,Junior,Logistics,Planning,In Progress,62.5,Deployed,2022-10-30
P-00361,U-007,Lead,Engineer,Maintenance,In Progress,55.5,Deployed,2022-03-13
P-00362,U-026,Senior,Analyst,Systems,In Progress,75.8,Deployed,2019-03-05
P-00363,U-019,Junior,Operator,Maintenance,In Progress,73.7,Deployed,2021-07-01
P-00364,U-022,Senior,Logistics,Planning,In Progress,75.5,Deployed,2023-05-05
P-00365,U-007,Officer,Analyst,Systems,In Progress,74.7,Deployed,2018-07-03
P-00366,U-052,Junior,Analyst,Systems,In Progress,87.0,Training,2019-11-05
P-00367,U-060,Senior,Logistics,Maintenance,Complete,99.3,Training,2019-10-18
P-00368,U-022,Officer,Engineer,Planning,In Progress,80.2,Training,2020-01-26
P-00369,U-012,Officer,Medic,Systems,In Progress,83.8,Training,2024-11-20
P-00370,U-057,Officer,Medic,Systems,In Progress,63.9,Training,2020-05-29
P-00371,U-014,Junior,Logistics,Systems,In Progress,67.5,Training,2020-02-05
P-00372,U-024,Officer,Operator,Operations,In Progress,69.7,Training,2023-06-28
P-00373,U-034,Lead,Logistics,Planning,Complete,98.5,Training,2022-05-27
P-00374,U-038,Lead,Medic,Maintenance,In Progress,60.1,Training,2025-12-01
P-00375,U-052,Junior,Engineer,Operations,In Progress,68.4,Available,2020-09-04
P-00376,U-020,Lead,Engineer,Planning,In Progress,60.3,Deployed,2024-09-08
P-00377,U-009,Officer,Engineer,Planning,In Progress,80.9,Training,2024-01-11
P-00378,U-045,Senior,Logistics,Maintenance,Complete,96.4,Deployed,2021-03-29
P-00379,U-009,Officer,Logistics,Systems,In Progress,63.4,Deployed,2018-02-09
P-00380,U-032,Officer,Logistics,Planning,In Progress,61.1,Deployed,2025-09-05
P-00381,U-032,Officer,Medic,Maintenance,In Progress,73.7,Available,2024-05-04
P-00382,U-002,Senior,Analyst,Systems,Complete,90.8,Deployed,2020-07-09
P-00383,U-035,Officer,Logistics,Planning,In Progress,68.0,Training,2023-09-24
P-00384,U-008,Lead,Logistics,Operations,In Progress,80.8,Training,2018-06-20
P-00385,U-049,Senior,Medic,Systems,In Progress,87.4,Training,2025-05-01
P-00386,U-049,Junior,Medic,Operations,In Progress,66.1,Deployed,2018-12-23
P-00387,U-029,Junior,Engineer,Maintenance,Complete,93.9,Training,2024-08-05
P-00388,U-045,Officer,Engineer,Maintenance,In Progress,70.8,Available,2020-04-27
P-00389,U-052,Lead,Logistics,Operations,In Progress,57.7,Training,2024-01-16
P-00390,U-011,Lead,Analyst,Operations,In Progress,69.6,Training,2025-08-14
P-00391,U-053,Officer,Operator,Operations,In Progress,59.3,Training,2019-06-04
P-00392,U-045,Senior,Engineer,Operations,Complete,94.0,Available,2025-08-01
P-00393,U-026,Lead,Medic,Planning,In Progress,77.0,Deployed,2018-11-06
P-00394,U-041,Junior,Medic,Operations,Complete,90.8,Training,2022-02-20
P-00395,U-030,Lead,Logistics,Systems,Complete,97.8,Training,2019-01-17
P-00396,U-047,Lead,Operator,Planning,Complete,98.7,Available,2022-10-26
P-00397,U-053,Lead,Analyst,Operations,In Progress,64.5,Deployed,2024-02-20
P-00398,U-037,Officer,Analyst,Systems,In Progress,60.9,Available,2019-02-12
P-00399,U-041,Officer,Operator,Systems,Complete,90.3,Available,2022-12-13
P-00400,U-030,Officer,Engineer,Maintenance,In Progress,55.0,Training,2021-05-21
P-00401,U-011,Lead,Operator,Operations,Complete,94.3,Deployed,2018-12-04
P-00402,U-024,Senior,Operator,Planning,In Progress,84.9,Training,2021-06-05
P-00403,U-047,Senior,Medic,Systems,In Progress,86.5,Training,2019-01-25
P-00404,U-001,Junior,Engineer,Maintenance,In Progress,64.6,Training,2025-08-17
P-00405,U-029,Lead,Operator,Planning,In Progress,55.4,Training,2019-06-26
P-00406,U-031,Officer,Operator,Systems,In Progress,58.2,Available,2021-07-07
P-00407,U-024,Senior,Medic,Maintenance,Complete,94.6,Training,2025-08-05
P-00408,U-010,Junior,Logistics,Maintenance,In Progress,58.1,Deployed,2021-12-09
P-00409,U-047,Senior,Medic,Planning,In Progress,64.6,Available,2018-12-22
P-00410,U-058,Junior,Logistics,Planning,In Progress,59.5,Deployed,2022-10-25
P-00411,U-021,Senior,Analyst,Systems,Complete,90.6,Available,2024-03-16
P-00412,U-039,Lead,Operator,Operations,In Progress,82.0,Available,2023-10-22
P-00413,U-039,Officer,Analyst,Systems,In Progress,77.9,Available,2023-07-21
P-00414,U-025,Officer,Logistics,Systems,In Progress,60.1,Training,2018-02-19
P-00415,U-024,Senior,Medic,Planning,Complete,97.0,Deployed,2024-02-16
P-00416,U-044,Officer,Operator,Systems,In Progress,62.8,Training,2018-10-04
P-00417,U-001,Junior,Operator,Planning,In Progress,66.8,Training,2021-03-19
P-00418,U-041,Officer,Medic,Planning,In Progress,87.1,Available,2025-03-08
P-00419,U-035,Senior,Analyst,Systems,In Progress,79.2,Deployed,2018-11-20
P-00420,U-033,Senior,Logistics,Operations,Complete,96.4,Deployed,2024-07-30
P-00421,U-041,Junior,Analyst,Planning,In Progress,89.3,Training,2020-09-04
P-00422,U-004,Officer,Operator,Planning,In Progress,66.0,Training,2024-10-29
P-00423,U-004,Senior,Operator,Systems,In Progress,68.9,Training,2019-07-17
P-00424,U-045,Officer,Analyst,Operations,In Progress,55.5,Available,2022-03-04
P-00425,U-009,Lead,Operator,Systems,In Progress,88.7,Deployed,2022-10-25
P-00426,U-018,Lead,Logistics,Systems,In Progress,78.6,Deployed,2023-02-08
P-00427,U-033,Officer,Logistics,Maintenance,In Progress,71.2,Deployed,2019-10-07
P-00428,U-017,Junior,Engineer,Systems,In Progress,89.8,Available,2018-02-20
P-00429,U-016,Lead,Medic,Maintenance,In Progress,57.1,Available,2018-05-25
P-00430,U-036,Officer,Engineer,Operations,Complete,91.1,Available,2022-09-01
P-00431,U-059,Lead,Operator,Operations,In Progress,87.4,Available,2023-08-19
P-00432,U-044,Senior,Engineer,Systems,Complete,95.6,Deployed,2018-10-10
P-00433,U-057,Lead,Analyst,Operations,In Progress,75.9,Available,2024-03-15
P-00434,U-030,Senior,Analyst,Operations,In Progress,55.4,Training,2024-12-25
P-00435,U-016,Officer,Engineer,Maintenance,In Progress,75.9,Available,2018-01-27
P-00436,U-060,Senior,Logistics,Operations,In Progress,73.5,Training,2025-10-11
P-00437,U-057,Lead,Operator,Planning,In Progress,55.4,Training,2026-02-26
P-00438,U-020,Senior,Medic,Planning,In Progress,59.7,Available,2019-08-07
P-00439,U-046,Junior,Engineer,Planning,In Progress,67.6,Training,2022-03-06
P-00440,U-030,Junior,Logistics,Systems,Complete,98.9,Training,2019-07-01
P-00441,U-041,Junior,Logistics,Systems,Complete,91.9,Deployed,2025-06-06
P-00442,U-009,Lead,Analyst,Planning,In Progress,65.7,Training,2021-08-29
P-00443,U-021,Senior,Operator,Maintenance,In Progress,75.4,Available,2024-07-22
P-00444,U-007,Senior,Medic,Planning,In Progress,62.0,Deployed,2022-07-24
P-00445,U-008,Senior,Medic,Operations,In Progress,79.1,Deployed,2020-12-21
P-00446,U-055,Senior,Analyst,Systems,In Progress,60.4,Available,2021-09-04
P-00447,U-010,Senior,Analyst,Planning,In Progress,59.1,Training,2018-07-20
P-00448,U-044,Senior,Operator,Planning,In Progress,68.4,Deployed,2024-03-27
P-00449,U-048,Junior,Medic,Systems,In Progress,79.8,Available,2019-05-13
P-00450,U-001,Senior,Engineer,Maintenance,In Progress,57.8,Deployed,2022-03-05
P-00451,U-044,Junior,Logistics,Operations,In Progress,83.4,Available,2018-03-31
P-00452,U-005,Officer,Engineer,Systems,In Progress,63.9,Deployed,2019-05-17
P-00453,U-003,Junior,Engineer,Planning,Complete,97.4,Training,2022-06-06
P-00454,U-032,Officer,Engineer,Operations,In Progress,56.3,Available,2020-02-06
P-00455,U-018,Senior,Operator,Maintenance,In Progress,67.6,Training,2021-04-23
P-00456,U-032,Officer,Operator,Systems,In Progress,73.5,Deployed,2022-04-18
P-00457,U-009,Senior,Logistics,Systems,In Progress,73.9,Deployed,2025-12-31
P-00458,U-023,Officer,Analyst,Operations,In Progress,76.6,Deployed,2021-01-12
P-00459,U-012,Senior,Operator,Operations,In Progress,56.2,Available,2023-04-17
P-00460,U-034,Senior,Engineer,Systems,In Progress,71.1,Available,2025-05-14
P-00461,U-016,Junior,Engineer,Planning,In Progress,67.0,Deployed,2019-12-13
P-00462,U-012,Lead,Analyst,Systems,In Progress,65.6,Training,2025-11-09
P-00463,U-023,Senior,Logistics,Maintenance,Complete,97.6,Deployed,2024-01-30
P-00464,U-020,Junior,Operator,Systems,In Progress,62.9,Available,2024-09-30
P-00465,U-015,Officer,Operator,Operations,In Progress,55.9,Training,2020-04-05
P-00466,U-052,Senior,Analyst,Systems,In Progress,60.9,Available,2019-08-29
P-00467,U-038,Senior,Operator,Operations,In Progress,86.7,Available,2022-03-11
P-00468,U-046,Officer,Logistics,Systems,Complete,97.4,Deployed,2021-05-21
P-00469,U-021,Senior,Medic,Planning,In Progress,61.1,Training,2021-07-23
P-00470,U-012,Lead,Engineer,Maintenance,In Progress,86.8,Deployed,2021-06-10
P-00471,U-047,Senior,Engineer,Systems,In Progress,86.0,Training,2024-06-04
P-00472,U-026,Junior,Engineer,Operations,Complete,93.3,Training,2020-06-23
P-00473,U-041,Officer,Engineer,Operations,In Progress,80.4,Training,2018-11-15
P-00474,U-016,Lead,Engineer,Systems,In Progress,70.6,Training,2025-07-07
P-00475,U-041,Lead,Medic,Systems,In Progress,87.8,Deployed,2020-05-08
P-00476,U-016,Lead,Analyst,Systems,In Progress,86.2,Training,2018-01-06
P-00477,U-004,Officer,Engineer,Planning,In Progress,72.4,Deployed,2022-04-01
P-00478,U-023,Junior,Medic,Maintenance,In Progress,79.6,Available,2023-01-23
P-00479,U-005,Junior,Analyst,Systems,Complete,91.0,Deployed,2020-12-05
P-00480,U-007,Senior,Medic,Maintenance,In Progress,58.3,Training,2018-11-04
P-00481,U-036,Junior,Analyst,Planning,Complete,97.4,Training,2018-05-07
P-00482,U-028,Senior,Logistics,Planning,Complete,97.4,Available,2018-08-08
P-00483,U-007,Senior,Medic,Operations,In Progress,69.9,Training,2021-02-27
P-00484,U-020,Junior,Medic,Planning,In Progress,65.7,Available,2018-08-12
P-00485,U-024,Junior,Analyst,Planning,In Progress,55.2,Available,2019-02-02
P-00486,U-002,Lead,Operator,Planning,In Progress,64.3,Available,2021-06-17
P-00487,U-051,Officer,Analyst,Systems,In Progress,72.9,Training,2024-02-07
P-00488,U-025,Officer,Analyst,Maintenance,In Progress,63.3,Deployed,2018-07-02
P-00489,U-017,Lead,Engineer,Operations,In Progress,74.8,Training,2018-09-10
P-00490,U-010,Junior,Operator,Operations,In Progress,88.9,Training,2022-08-23
P-00491,U-049,Junior,Medic,Planning,In Progress,81.5,Training,2025-09-15
P-00492,U-056,Senior,Medic,Operations,Complete,97.1,Available,2022-06-06
P-00493,U-058,Junior,Logistics,Maintenance,Complete,93.4,Available,2023-01-14
P-00494,U-012,Senior,Engineer,Maintenance,Complete,97.7,Available,2018-06-24
P-00495,U-028,Officer,Engineer,Maintenance,In Progress,58.5,Training,2020-11-22
P-00496,U-021,Junior,Operator,Planning,Complete,96.0,Training,2022-06-16
P-00497,U-036,Lead,Logistics,Planning,In Progress,69.7,Available,2025-11-08
P-00498,U-040,Officer,Operator,Planning,In Progress,81.4,Available,2019-08-31
P-00499,U-037,Junior,Operator,Systems,In Progress,81.5,Deployed,2024-01-03
P-00500,U-057,Officer,Analyst,Planning,In Progress,70.5,Training,2023-06-12
P-00501,U-037,Junior,Engineer,Operations,In Progress,82.4,Deployed,2019-08-13
P-00502,U-040,Officer,Operator,Planning,In Progress,82.4,Deployed,2025-09-29
P-00503,U-016,Officer,Analyst,Operations,In Progress,57.2,Available,2021-10-15
P-00504,U-053,Lead,Analyst,Planning,Complete,90.7,Training,2025-09-06
P-00505,U-007,Senior,Engineer,Operations,Complete,98.8,Training,2022-12-20
P-00506,U-050,Lead,Medic,Systems,Complete,92.2,Available,2022-12-15
P-00507,U-014,Officer,Medic,Operations,Complete,96.1,Available,2023-10-12
P-00508,U-051,Lead,Logistics,Planning,In Progress,62.2,Available,2023-11-18
P-00509,U-057,Senior,Engineer,Maintenance,In Progress,80.6,Available,2020-10-18
P-00510,U-003,Lead,Engineer,Operations,In Progress,75.5,Deployed,2023-03-17
P-00511,U-033,Junior,Operator,Maintenance,In Progress,72.9,Deployed,2023-06-26
P-00512,U-039,Officer,Logistics,Operations,In Progress,75.1,Deployed,2019-11-01
P-00513,U-054,Junior,Analyst,Systems,Complete,95.3,Deployed,2018-07-23
P-00514,U-011,Senior,Engineer,Maintenance,Complete,93.4,Training,2020-04-26
P-00515,U-018,Junior,Operator,Planning,In Progress,84.3,Available,2025-04-05
P-00516,U-012,Junior,Engineer,Operations,In Progress,82.1,Training,2021-06-05
P-00517,U-046,Lead,Medic,Planning,Complete,98.5,Deployed,2023-02-24
P-00518,U-017,Lead,Logistics,Planning,In Progress,64.8,Training,2019-02-24
P-00519,U-001,Lead,Logistics,Operations,In Progress,78.0,Deployed,2025-09-04
P-00520,U-007,Lead,Analyst,Operations,In Progress,76.7,Deployed,2020-12-05
P-00521,U-042,Lead,Engineer,Maintenance,In Progress,87.0,Training,2020-09-11
P-00522,U-058,Officer,Analyst,Maintenance,In Progress,57.6,Training,2018-04-15
P-00523,U-042,Lead,Analyst,Planning,In Progress,77.4,Deployed,2022-05-10
P-00524,U-048,Senior,Analyst,Maintenance,In Progress,56.6,Training,2023-12-30
P-00525,U-041,Lead,Logistics,Operations,Complete,90.3,Available,2025-05-17
P-00526,U-057,Lead,Operator,Planning,In Progress,80.1,Available,2020-11-25
P-00527,U-047,Senior,Analyst,Systems,Complete,91.4,Available,2021-12-26
P-00528,U-015,Lead,Medic,Operations,In Progress,88.5,Deployed,2020-12-03
P-00529,U-038,Junior,Medic,Systems,In Progress,68.2,Training,2024-07-18
P-00530,U-038,Junior,Medic,Maintenance,Complete,97.5,Training,2019-05-06
P-00531,U-056,Lead,Medic,Systems,In Progress,85.6,Available,2019-07-17
P-00532,U-013,Officer,Engineer,Operations,In Progress,70.4,Training,2020-01-09
P-00533,U-050,Lead,Engineer,Operations,In Progress,58.6,Training,2018-08-26
P-00534,U-001,Senior,Engineer,Maintenance,In Progress,75.3,Deployed,2018-12-27
P-00535,U-009,Officer,Medic,Planning,In Progress,82.7,Deployed,2022-04-20
P-00536,U-001,Senior,Analyst,Systems,In Progress,56.7,Deployed,2023-12-16
P-00537,U-013,Junior,Engineer,Maintenance,In Progress,55.8,Training,2021-11-11
P-00538,U-020,Officer,Logistics,Operations,In Progress,60.8,Available,2018-09-25
P-00539,U-053,Lead,Medic,Operations,In Progress,57.1,Deployed,2025-09-14
P-00540,U-009,Officer,Analyst,Maintenance,In Progress,70.4,Available,2022-07-11
P-00541,U-002,Senior,Engineer,Systems,In Progress,65.3,Training,2023-08-29
P-00542,U-011,Junior,Medic,Operations,In Progress,60.5,Training,2024-12-27
P-00543,U-004,Junior,Operator,Systems,In Progress,81.7,Available,2025-09-26
P-00544,U-008,Officer,Operator,Operations,In Progress,73.8,Deployed,2025-11-14
P-00545,U-010,Junior,Analyst,Planning,In Progress,64.2,Training,2019-02-18
P-00546,U-043,Senior,Medic,Systems,In Progress,78.4,Training,2026-01-23
P-00547,U-040,Junior,Operator,Planning,In Progress,60.3,Available,2024-10-30
P-00548,U-013,Senior,Analyst,Planning,Complete,90.0,Deployed,2019-10-19
P-00549,U-003,Senior,Medic,Operations,In Progress,79.7,Available,2018-01-12
P-00550,U-001,Junior,Logistics,Planning,In Progress,85.2,Available,2019-01-04
P-00551,U-050,Junior,Analyst,Maintenance,In Progress,78.0,Deployed,2021-04-27
P-00552,U-017,Junior,Engineer,Systems,In Progress,75.9,Deployed,2022-01-15
P-00553,U-052,Officer,Operator,Systems,In Progress,85.5,Available,2018-02-09
P-00554,U-055,Senior,Analyst,Operations,In Progress,61.2,Deployed,2024-12-21
P-00555,U-018,Junior,Analyst,Operations,Complete,94.5,Available,2019-04-12
P-00556,U-026,Officer,Analyst,Planning,In Progress,73.0,Training,2023-05-13
P-00557,U-052,Senior,Operator,Maintenance,In Progress,74.0,Training,2026-02-23
P-00558,U-004,Senior,Operator,Planning,Complete,99.2,Training,2023-06-01
P-00559,U-052,Officer,Engineer,Planning,In Progress,80.6,Deployed,2024-11-09
P-00560,U-002,Senior,Medic,Planning,Complete,93.8,Available,2022-08-12
P-00561,U-029,Lead,Analyst,Systems,In Progress,57.1,Training,2025-08-08
P-00562,U-034,Senior,Analyst,Systems,In Progress,89.5,Deployed,2025-06-03
P-00563,U-047,Lead,Medic,Maintenance,In Progress,66.2,Training,2024-11-15
P-00564,U-004,Senior,Logistics,Planning,In Progress,55.5,Deployed,2019-11-09
P-00565,U-005,Lead,Engineer,Operations,In Progress,88.8,Deployed,2018-07-26
P-00566,U-033,Officer,Medic,Maintenance,In Progress,65.0,Available,2023-02-24
P-00567,U-029,Officer,Operator,Planning,Complete,91.1,Deployed,2021-07-18
P-00568,U-008,Junior,Operator,Planning,Complete,99.1,Deployed,2018-05-27
P-00569,U-036,Junior,Logistics,Operations,In Progress,79.7,Training,2024-04-22
P-00570,U-014,Officer,Analyst,Operations,In Progress,84.5,Available,2020-07-02
P-00571,U-055,Officer,Analyst,Planning,In Progress,75.5,Available,2019-02-04
P-00572,U-049,Junior,Analyst,Operations,In Progress,84.7,Training,2021-04-10
P-00573,U-036,Junior,Operator,Maintenance,In Progress,78.5,Deployed,2019-07-30
P-00574,U-053,Officer,Operator,Operations,In Progress,87.3,Training,2020-03-13
P-00575,U-013,Officer,Engineer,Planning,In Progress,60.4,Available,2026-01-14
P-00576,U-022,Officer,Operator,Systems,In Progress,59.8,Deployed,2023-02-17
P-00577,U-043,Senior,Medic,Systems,In Progress,81.5,Training,2018-07-18
P-00578,U-036,Officer,Logistics,Maintenance,Complete,97.1,Training,2024-06-27
P-00579,U-012,Senior,Operator,Planning,In Progress,87.9,Training,2024-09-25
P-00580,U-039,Officer,Medic,Maintenance,Complete,94.7,Deployed,2022-06-18
P-00581,U-022,Officer,Engineer,Maintenance,Complete,98.7,Deployed,2024-10-03
P-00582,U-045,Lead,Logistics,Operations,Complete,94.9,Training,2024-03-17
P-00583,U-041,Senior,Logistics,Operations,In Progress,64.8,Training,2021-11-15
P-00584,U-059,Senior,Logistics,Operations,In Progress,85.3,Training,2019-04-18
P-00585,U-049,Officer,Logistics,Planning,In Progress,70.9,Training,2023-12-27
