training_id,unit_id,personnel_id,training_type,training_date,completion_status,score,certification_status
T-01472,U-003,P-00935,Safety,2026-05-07,Incomplete,68.7,Pending
T-01473,U-045,P-02835,Leadership,2025-12-15,Incomplete,67.1,Pending
T-01474,U-001,P-01560,Advanced,2025-08-02,Completed,70.5,Pending
T-01475,U-019,P-00024,Advanced,2025-07-09,Incomplete,57.1,Pending
T-01476,U-002,P-01199,Advanced,2025-08-25,Completed,99.0,Certified
T-01477,U-050,P-01844,Leadership,2025-11-15,Incomplete,59.1,Pending
T-01478,U-018,P-00934,Advanced,2025-12-31,Completed,99.5,Certified
T-01479,U-011,P-00347,Leadership,2025-06-13,Completed,91.5,Certified
T-01480,U-048,P-00269,Safety,2025-05-17,Incomplete,58.0,Pending
T-01481,U-038,P-02514,Core,2025-08-06,Incomplete,62.3,Pending
T-01482,U-011,P-02972,Leadership,2026-03-16,Incomplete,57.5,Pending
T-01483,U-060,P-02583,Core,2025-04-30,Incomplete,66.5,Pending
T-01484,U-039,P-02981,Leadership,2025-09-09,Completed,89.8,Certified
T-01485,U-025,P-00308,Core,2025-04-28,Incomplete,56.8,Pending
T-01486,U-010,P-00127,Safety,2026-02-06,Completed,98.0,Certified
T-01487,U-036,P-00147,Safety,2025-07-10,Incomplete,57.2,Pending
T-01488,U-023,P-02656,Safety,2025-12-15,Completed,96.6,Certified
T-01489,U-006,P-01586,Leadership,2025-12-21,Completed,95.4,Certified
T-01490,U-007,P-00365,Safety,2025-08-04,Incomplete,55.9,Pending
T-01491,U-024,P-01935,Advanced,2025-05-19,Completed,85.9,Certified
T-01492,U-047,P-01882,Advanced,2026-08-11,Completed,89.8,Certified
T-01493,U-007,P-00749,Core,2025-06-20,Completed,88.2,Certified
T-01494,U-031,P-01395,Advanced,2025-11-11,Completed,90.5,Certified
T-01495,U-046,P-01098,Core,2026-05-19,Completed,78.8,Pending
T-01496,U-060,P-01677,Leadership,2026-01-01,Completed,81.9,Certified
T-01497,U-008,P-01896,Leadership,2025-11-19,Completed,76.3,Pending
T-01498,U-059,P-01278,Safety,2025-06-18,Incomplete,64.6,Pending
T-01499,U-038,P-02270,Safety,2026-03-10,Completed,80.5,Certified
T-01500,U-029,P-00967,Advanced,2025-10-30,Completed,89.3,Certified
T-01501,U-053,P-01403,Safety,2026-04-10,Completed,85.8,Certified
T-01502,U-060,P-01072,Core,2025-03-20,Completed,81.2,Certified
T-01503,U-013,P-01664,Safety,2026-04-22,Incomplete,56.5,Pending
T-01504,U-029,P-02229,Core,2026-07-26,Completed,85.6,Certified
T-01505,U-010,P-00648,Advanced,2025-09-30,Incomplete,61.5,Pending
T-01506,U-049,P-02782,Safety,2025-10-13,Incomplete,67.2,Pending
T-01507,U-038,P-01860,Safety,2026-07-03,Completed,90.5,Certified
T-01508,U-033,P-01245,Leadership,2025-11-14,Completed,78.6,Pending
T-01509,U-016,P-01234,Core,2025-09-26,Completed,98.7,Certified
T-01510,U-013,P-00726,Safety,2026-04-20,Incomplete,60.3,Pending
T-01511,U-022,P-00576,Core,2025-09-20,Completed,82.9,Certified
T-01512,U-004,P-00543,Core,2026-05-07,Completed,72.1,Pending
T-01513,U-044,P-00264,Core,2025-10-04,Incomplete,64.9,Pending
T-01514,U-025,P-00960,Advanced,2026-03-28,Completed,95.7,Certified
T-01515,U-023,P-01652,Leadership,2025-04-29,Completed,90.4,Certified
T-01516,U-011,P-00542,Safety,2025-11-27,Incomplete,64.5,Pending
T-01517,U-033,P-01082,Advanced,2025-12-10,Completed,71.5,Pending
T-01518,U-047,P-02968,Core,2025-08-01,Completed,80.7,Certified
T-01519,U-030,P-01809,Core,2026-02-28,Incomplete,62.8,Pending
T-01520,U-006,P-01920,Advanced,2025-03-03,Completed,74.9,Pending
T-01521,U-034,P-02541,Leadership,2026-07-30,Completed,98.3,Certified
T-01522,U-010,P-00109,Advanced,2025-09-19,Incomplete,65.9,Pending
T-01523,U-044,P-01640,Advanced,2025-02-22,Completed,80.2,Certified
T-01524,U-024,P-02927,Advanced,2026-07-31,Completed,76.5,Pending
T-01525,U-041,P-00475,Core,2025-07-14,Completed,91.8,Certified
T-01526,U-042,P-02249,Core,2026-06-07,Completed,97.0,Certified
T-01527,U-035,P-02955,Safety,2025-01-14,Incomplete,64.5,Pending
T-01528,U-026,P-01813,Safety,2026-06-29,Incomplete,65.6,Pending
T-01529,U-015,P-02616,Safety,2025-01-12,Completed,97.3,Certified
T-01530,U-039,P-01488,Core,2025-12-21,Incomplete,56.7,Pending
T-01531,U-049,P-00385,Safety,2026-03-01,Completed,85.8,Certified
T-01532,U-043,P-00546,Safety,2026-02-09,Completed,75.7,Pending
T-01533,U-060,P-02600,Core,2026-04-26,Completed,73.3,Pending
T-01534,U-020,P-02893,Advanced,2026-04-19,Completed,88.9,Certified
T-01535,U-044,P-02931,Advanced,2026-06-02,Incomplete,63.0,Pending
T-01536,U-007,P-00505,Safety,2025-10-03,Completed,98.1,Certified
T-01537,U-030,P-01486,Safety,2025-03-27,Completed,73.4,Pending
T-01538,U-032,P-02906,Safety,2026-04-09,Completed,93.1,Certified
T-01539,U-003,P-01405,Core,2025-03-13,Incomplete,64.2,Pending
T-01540,U-008,P-01213,Advanced,2025-09-07,Incomplete,66.7,Pending
T-01541,U-029,P-02229,Safety,2025-10-18,Incomplete,66.8,Pending
T-01542,U-043,P-01367,Core,2025-05-09,Completed,91.0,Certified
T-01543,U-001,P-02685,Core,2026-06-18,Incomplete,61.4,Pending
T-01544,U-012,P-02651,Safety,2026-07-28,Completed,98.2,Certified
T-01545,U-021,P-00411,Advanced,2025-02-24,Incomplete,64.2,Pending
T-01546,U-059,P-01466,Advanced,2025-02-27,Completed,94.4,Certified
T-01547,U-024,P-02268,Advanced,2025-01-25,Completed,80.8,Certified
T-01548,U-026,P-02318,Advanced,2025-06-05,Completed,86.6,Certified
T-01549,U-014,P-02918,Safety,2025-03-12,Incomplete,56.8,Pending
T-01550,U-058,P-02048,Leadership,2025-02-16,Completed,74.2,Pending
T-01551,U-029,P-02785,Advanced,2026-07-15,Completed,73.2,Pending
T-01552,U-007,P-00651,Leadership,2026-02-23,Completed,79.9,Pending
T-01553,U-006,P-01837,Core,2025-01-08,Incomplete,68.0,Pending
T-01554,U-016,P-02451,Leadership,2026-05-15,Completed,97.5,Certified
T-01555,U-058,P-00907,Safety,2026-02-24,Incomplete,69.7,Pending
T-01556,U-030,P-00759,Safety,2025-01-19,Completed,71.4,Pending
T-01557,U-030,P-02994,Core,2025-08-11,Incomplete,60.2,Pending
T-01558,U-039,P-01492,Advanced,2025-02-23,Completed,70.0,Pending
T-01559,U-024,P-00485,Advanced,2025-09-16,Incomplete,62.3,Pending
T-01560,U-054,P-02805,Leadership,2025-09-22,Completed,99.8,Certified
T-01561,U-047,P-01593,Advanced,2026-04-22,Completed,74.3,Pending
T-01562,U-026,P-00253,Safety,2026-03-22,Completed,74.2,Pending
T-01563,U-008,P-01223,Advanced,2025-03-30,Incomplete,68.1,Pending
T-01564,U-046,P-01098,Advanced,2025-05-03,Completed,78.2,Pending
T-01565,U-037,P-00304,Safety,2025-12-05,Completed,82.9,Certified
T-01566,U-012,P-02859,Core,2025-12-22,Completed,77.2,Pending
T-01567,U-040,P-01536,Advanced,2025-06-16,Incomplete,69.4,Pending
T-01568,U-039,P-00413,Safety,2025-12-27,Completed,72.8,Pending
T-01569,U-047,P-01300,Leadership,2025-10-19,Incomplete,55.0,Pending
T-01570,U-012,P-01505,Advanced,2026-02-06,Incomplete,55.6,Pending
T-01571,U-026,P-00221,Advanced,2026-07-28,Completed,75.8,Pending
T-01572,U-033,P-02060,Advanced,2025-06-03,Incomplete,67.7,Pending
T-01573,U-001,P-02986,Leadership,2026-02-02,Completed,92.2,Certified
T-01574,U-042,P-02071,Core,2025-04-11,Completed,81.0,Certified
T-01575,U-045,P-00128,Safety,2025-07-04,Completed,73.0,Pending
T-01576,U-050,P-02172,Safety,2025-07-20,Completed,70.5,Pending
T-01577,U-014,P-00132,Advanced,2026-03-12,Incomplete,69.1,Pending
T-01578,U-004,P-00423,Core,2026-03-19,Completed,97.7,Certified
T-01579,U-042,P-00957,Core,2026-04-17,Completed,84.4,Certified
T-01580,U-045,P-02614,Safety,2025-05-23,Incomplete,62.3,Pending
T-01581,U-005,P-00120,Safety,2025-02-24,Incomplete,57.0,Pending
T-01582,U-050,P-00751,Safety,2025-01-05,Completed,84.2,Certified
T-01583,U-026,P-01813,Advanced,2026-03-30,Completed,80.7,Certified
T-01584,U-042,P-01941,Core,2025-02-18,Completed,88.0,Certified
T-01585,U-052,P-01076,Core,2025-12-23,Completed,77.9,Pending
T-01586,U-021,P-02448,Safety,2025-09-29,Incomplete,56.1,Pending
T-01587,U-040,P-00700,Safety,2026-07-24,Completed,94.7,Certified
T-01588,U-038,P-01832,Core,2025-11-12,Completed,78.5,Pending
T-01589,U-036,P-00430,Leadership,2025-04-17,Completed,89.5,Certified
T-01590,U-047,P-01067,Leadership,2026-05-15,Incomplete,55.3,Pending
T-01591,U-021,P-02361,Core,2025-11-28,Completed,89.2,Certified
T-01592,U-004,P-02860,Advanced,2025-05-18,Completed,97.4,Certified
T-01593,U-043,P-02423,Advanced,2026-04-13,Incomplete,60.2,Pending
T-01594,U-054,P-02589,Core,2025-03-06,Completed,89.6,Certified
T-01595,U-033,P-01631,Safety,2025-01-15,Completed,80.0,Certified
T-01596,U-013,P-01263,Leadership,2025-08-30,Completed,86.4,Certified
T-01597,U-005,P-00942,Safety,2026-04-28,Incomplete,55.5,Pending
T-01598,U-057,P-02627,Safety,2025-04-15,Completed,81.8,Certified
T-01599,U-037,P-01288,Advanced,2026-05-29,Completed,84.5,Certified
T-01600,U-004,P-01237,Leadership,2026-05-18,Incomplete,61.2,Pending
T-01601,U-007,P-01871,Leadership,2025-12-11,Incomplete,67.5,Pending
T-01602,U-057,P-00992,Safety,2026-02-22,Completed,90.0,Certified
T-01603,U-010,P-01537,Leadership,2026-07-24,Completed,89.3,Certified
T-01604,U-058,P-01408,Advanced,2026-03-30,Completed,92.2,Certified
T-01605,U-044,P-00416,Advanced,2026-02-11,Completed,72.0,Pending
T-01606,U-052,P-00279,Core,2025-04-07,Completed,84.4,Certified
T-01607,U-023,P-01659,Safety,2026-01-16,Completed,91.2,Certified
T-01608,U-029,P-00567,Leadership,2025-05-01,Incomplete,69.0,Pending
T-01609,U-008,P-01763,Safety,2026-05-18,Completed,78.5,Pending
T-01610,U-038,P-02244,Leadership,2025-09-11,Incomplete,62.4,Pending
T-01611,U-021,P-01118,Advanced,2025-06-27,Completed,87.9,Certified
T-01612,U-049,P-01330,Core,2025-03-25,Incomplete,59.0,Pending
T-01613,U-023,P-00111,Advanced,2025-05-01,Incomplete,62.4,Pending
T-01614,U-046,P-01098,Core,2025-10-04,Completed,80.7,Certified
T-01615,U-014,P-00314,Core,2025-05-13,Incomplete,57.4,Pending
T-01616,U-012,P-00187,Leadership,2025-11-09,Completed,91.3,Certified
T-01617,U-046,P-01915,Core,2025-11-17,Incomplete,66.6,Pending
T-01618,U-059,P-02813,Leadership,2025-04-09,Completed,76.4,Pending
T-01619,U-045,P-02409,Safety,2025-05-13,Completed,94.1,Certified
T-01620,U-040,P-00774,Core,2025-07-10,Completed,90.0,Certified
T-01621,U-034,P-00278,Safety,2026-07-06,Incomplete,62.8,Pending
T-01622,U-006,P-00632,Leadership,2025-01-09,Incomplete,66.8,Pending
T-01623,U-046,P-02085,Leadership,2025-02-14,Completed,98.6,Certified
T-01624,U-022,P-02395,Safety,2026-04-05,Incomplete,63.1,Pending
T-01625,U-009,P-01103,Leadership,2025-10-23,Completed,88.0,Certified
T-01626,U-005,P-00671,Advanced,2025-11-14,Incomplete,69.9,Pending
T-01627,U-041,P-02781,Advanced,2026-01-31,Completed,75.8,Pending
T-01628,U-055,P-02559,Safety,2025-10-27,Completed,94.5,Certified
T-01629,U-012,P-01633,Advanced,2025-01-02,Completed,73.3,Pending
T-01630,U-042,P-01982,Advanced,2026-08-09,Completed,89.9,Certified
T-01631,U-020,P-01881,Advanced,2025-04-29,Incomplete,61.7,Pending
T-01632,U-009,P-02950,Leadership,2025-01-27,Completed,96.9,Certified
T-01633,U-055,P-02084,Advanced,2025-08-02,Completed,94.6,Certified
T-01634,U-057,P-01240,Safety,2025-12-25,Completed,89.0,Certified
T-01635,U-031,P-00945,Safety,2025-02-17,Completed,81.2,Certified
T-01636,U-042,P-02249,Core,2025-07-25,Incomplete,62.8,Pending
T-01637,U-007,P-02104,Safety,2026-02-03,Completed,87.4,Certified
T-01638,U-036,P-02870,Core,2025-05-22,Completed,93.6,Certified
T-01639,U-008,P-02282,Core,2025-06-07,Incomplete,68.6,Pending
T-01640,U-033,P-01847,Leadership,2025-05-16,Completed,78.3,Pending
T-01641,U-026,P-02700,Safety,2025-10-31,Completed,72.0,Pending
T-01642,U-055,P-00446,Safety,2026-04-14,Completed,85.8,Certified
T-01643,U-007,P-02456,Safety,2026-04-12,Incomplete,57.5,Pending
T-01644,U-024,P-01337,Advanced,2026-05-18,Incomplete,58.7,Pending
T-01645,U-015,P-02593,Leadership,2025-01-19,Completed,82.3,Certified
T-01646,U-029,P-01767,Advanced,2025-09-13,Incomplete,55.9,Pending
T-01647,U-007,P-02800,Core,2025-01-17,Completed,78.3,Pending
T-01648,U-049,P-00057,Advanced,2026-04-29,Completed,85.7,Certified
T-01649,U-034,P-02197,Leadership,2026-07-20,Incomplete,55.4,Pending
T-01650,U-014,P-00570,Leadership,2025-11-18,Completed,83.2,Certified
T-01651,U-037,P-02587,Core,2025-05-31,Incomplete,69.1,Pending
T-01652,U-023,P-00612,Advanced,2025-05-04,Incomplete,63.1,Pending
T-01653,U-048,P-00524,Core,2026-02-13,Completed,78.1,Pending
T-01654,U-007,P-02554,Safety,2026-07-04,Incomplete,55.9,Pending
T-01655,U-059,P-00890,Advanced,2025-06-03,Completed,89.8,Certified
T-01656,U-052,P-00933,Advanced,2025-08-19,Incomplete,62.5,Pending
T-01657,U-022,P-01250,Safety,2025-03-15,Incomplete,66.7,Pending
T-01658,U-027,P-01606,Advanced,2026-07-24,Completed,93.2,Certified
T-01659,U-047,P-02151,Core,2025-09-18,Completed,97.0,Certified
T-01660,U-048,P-02226,Safety,2026-07-09,Completed,81.3,Certified
T-01661,U-040,P-02742,Advanced,2025-08-08,Incomplete,62.5,Pending
T-01662,U-032,P-02809,Advanced,2025-06-30,Completed,98.0,Certified
T-01663,U-030,P-02057,Safety,2026-03-12,Completed,97.3,Certified
T-01664,U-008,P-01619,Leadership,2025-03-25,Incomplete,60.4,Pending
T-01665,U-057,P-00186,Core,2026-06-06,Completed,77.9,Pending
T-01666,U-059,P-01639,Core,2025-09-03,Incomplete,63.9,Pending
T-01667,U-006,P-02635,Safety,2025-07-02,Incomplete,65.2,Pending
T-01668,U-025,P-00331,Safety,2026-01-01,Completed,90.1,Certified
T-01669,U-004,P-01237,Advanced,2025-06-08,Incomplete,66.6,Pending
T-01670,U-024,P-01959,Core,2025-09-28,Incomplete,56.3,Pending
T-01671,U-052,P-02114,Leadership,2025-09-27,Completed,95.9,Certified
T-01672,U-020,P-01042,Advanced,2025-12-18,Incomplete,62.4,Pending
T-01673,U-058,P-02513,Leadership,2025-07-25,Completed,85.7,Certified
T-01674,U-039,P-00131,Safety,2026-06-12,Incomplete,64.8,Pending
T-01675,U-010,P-01494,Advanced,2026-03-25,Completed,84.1,Certified
T-01676,U-038,P-01102,Advanced,2025-02-21,Completed,93.1,Certified
T-01677,U-006,P-00214,Core,2026-07-18,Completed,73.0,Pending
T-01678,U-014,P-01010,Leadership,2026-05-15,Incomplete,55.1,Pending
T-01679,U-036,P-00997,Leadership,2026-05-10,Completed,98.0,Certified
T-01680,U-059,P-01489,Safety,2026-06-16,Completed,97.9,Certified
T-01681,U-028,P-01810,Core,2025-11-21,Completed,95.7,Certified
T-01682,U-031,P-01917,Advanced,2025-08-27,Completed,92.8,Certified
T-01683,U-025,P-01362,Advanced,2026-05-26,Completed,99.8,Certified
T-01684,U-054,P-02416,Advanced,2025-09-10,Completed,98.5,Certified
T-01685,U-041,P-02188,Safety,2025-02-27,Completed,87.6,Certified
T-01686,U-040,P-01338,Safety,2026-04-15,Completed,74.7,Pending
T-01687,U-051,P-01556,Advanced,2026-04-20,Completed,89.3,Certified
T-01688,U-044,P-02149,Core,2026-04-18,Incomplete,60.4,Pending
T-01689,U-042,P-02481,Advanced,2025-10-14,Completed,83.4,Certified
T-01690,U-029,P-02216,Safety,2025-06-12,Incomplete,56.6,Pending
T-01691,U-050,P-00655,Advanced,2026-04-11,Incomplete,66.8,Pending
T-01692,U-047,P-01343,Leadership,2025-09-09,Completed,74.2,Pending
T-01693,U-004,P-01830,Core,2026-05-03,Incomplete,61.8,Pending
T-01694,U-040,P-02978,Core,2025-03-07,Completed,86.2,Certified
T-01695,U-016,P-00461,Safety,2025-12-07,Completed,75.1,Pending
T-01696,U-009,P-02841,Leadership,2025-10-29,Completed,72.6,Pending
T-01697,U-006,P-01966,Core,2025-02-14,Incomplete,66.2,Pending
T-01698,U-050,P-01715,Safety,2025-11-01,Completed,75.4,Pending
T-01699,U-047,P-01067,Core,2026-05-18,Completed,86.1,Certified
T-01700,U-003,P-00510,Leadership,2026-05-19,Completed,86.5,Certified
T-01701,U-040,P-02128,Core,2025-08-29,Completed,95.3,Certified
T-01702,U-027,P-00075,Safety,2026-08-13,Completed,91.5,Certified
T-01703,U-026,P-00556,Core,2025-01-10,Incomplete,64.9,Pending
T-01704,U-003,P-02295,Safety,2025-05-04,Incomplete,64.6,Pending
T-01705,U-002,P-02185,Core,2025-11-24,Completed,76.6,Pending
T-01706,U-039,P-02896,Core,2025-07-20,Incomplete,69.1,Pending
T-01707,U-028,P-02528,Core,2025-08-24,Completed,83.1,Certified
T-01708,U-046,P-02088,Core,2025-07-14,Completed,97.4,Certified
T-01709,U-024,P-01513,Core,2025-09-13,Incomplete,67.1,Pending
T-01710,U-039,P-01807,Core,2025-06-04,Completed,88.1,Certified
T-01711,U-021,P-02914,Core,2025-10-05,Completed,80.7,Certified
T-01712,U-025,P-02257,Core,2026-07-09,Completed,95.5,Certified
T-01713,U-013,P-02043,Leadership,2025-08-22,Completed,86.6,Certified
T-01714,U-033,P-00566,Advanced,2026-05-08,Completed,86.2,Certified
T-01715,U-028,P-02152,Advanced,2026-06-19,Incomplete,56.8,Pending
T-01716,U-046,P-00964,Leadership,2025-08-04,Completed,94.7,Certified
T-01717,U-060,P-02368,Core,2026-03-06,Incomplete,59.2,Pending
T-01718,U-016,P-00732,Leadership,2026-04-17,Incomplete,56.4,Pending
T-01719,U-028,P-02302,Advanced,2025-02-11,Completed,73.7,Pending
T-01720,U-058,P-00912,Leadership,2025-03-11,Completed,79.4,Pending
T-01721,U-043,P-02341,Leadership,2026-05-07,Completed,89.0,Certified
T-01722,U-001,P-00161,Leadership,2026-07-05,Completed,76.0,Pending
T-01723,U-027,P-01667,Safety,2025-10-07,Completed,93.1,Certified
T-01724,U-018,P-01123,Core,2026-07-13,Completed,81.4,Certified
T-01725,U-060,P-01438,Core,2025-12-18,Incomplete,58.7,Pending
T-01726,U-045,P-01077,Leadership,2025-06-29,Completed,85.1,Certified
T-01727,U-049,P-01323,Leadership,2025-08-23,Completed,70.0,Pending
T-01728,U-006,P-00061,Core,2026-06-23,Completed,88.1,Certified
T-01729,U-034,P-02025,Safety,2025-06-29,Incomplete,61.1,Pending
T-01730,U-057,P-00919,Advanced,2026-05-02,Incomplete,55.7,Pending
T-01731,U-021,P-00737,Safety,2025-06-12,Completed,76.8,Pending
T-01732,U-012,P-00470,Advanced,2026-05-14,Completed,85.9,Certified
T-01733,U-057,P-02989,Advanced,2025-09-05,Completed,98.7,Certified
T-01734,U-017,P-00283,Safety,2025-08-15,Completed,93.9,Certified
T-01735,U-019,P-01177,Leadership,2026-01-28,Incomplete,58.1,Pending
T-01736,U-030,P-00958,Leadership,2026-04-19,Completed,79.4,Pending
T-01737,U-035,P-01799,Leadership,2025-05-16,Completed,89.1,Certified
T-01738,U-037,P-01906,Core,2026-08-09,Completed,74.8,Pending
T-01739,U-046,P-02085,Leadership,2025-01-28,Completed,86.5,Certified
T-01740,U-043,P-01444,Safety,2026-02-08,Incomplete,63.5,Pending
T-01741,U-030,P-02994,Leadership,2025-10-21,Incomplete,69.9,Pending
T-01742,U-013,P-00250,Advanced,2025-09-23,Completed,82.6,Certified
T-01743,U-037,P-02829,Leadership,2026-06-01,Completed,84.1,Certified
T-01744,U-014,P-02006,Safety,2026-02-15,Incomplete,59.2,Pending
T-01745,U-044,P-00649,Core,2026-05-25,Completed,82.6,Certified
T-01746,U-038,P-01968,Leadership,2025-01-20,Completed,88.8,Certified
T-01747,U-038,P-01334,Core,2026-07-11,Incomplete,65.9,Pending
T-01748,U-044,P-00264,Core,2025-01-24,Incomplete,58.8,Pending
T-01749,U-039,P-00131,Leadership,2026-07-08,Completed,76.7,Pending
T-01750,U-026,P-00969,Core,2026-06-15,Completed,98.8,Certified
T-01751,U-042,P-00641,Advanced,2026-05-04,Completed,88.0,Certified
T-01752,U-001,P-02619,Leadership,2025-02-18,Incomplete,66.3,Pending
T-01753,U-002,P-00852,Advanced,2025-11-22,Completed,96.0,Certified
T-01754,U-054,P-00232,Core,2025-07-23,Completed,88.0,Certified
T-01755,U-030,P-00946,Advanced,2025-06-14,Completed,83.1,Certified
T-01756,U-022,P-01945,Safety,2025-10-26,Completed,98.8,Certified
T-01757,U-024,P-01513,Safety,2025-10-18,Incomplete,66.9,Pending
T-01758,U-022,P-01160,Advanced,2026-03-31,Completed,96.0,Certified
T-01759,U-040,P-02125,Advanced,2025-10-25,Completed,96.1,Certified
T-01760,U-011,P-01158,Leadership,2025-03-19,Completed,90.9,Certified
T-01761,U-051,P-01867,Leadership,2026-02-06,Incomplete,69.0,Pending
T-01762,U-002,P-02286,Safety,2025-05-09,Completed,72.4,Pending
T-01763,U-019,P-00024,Leadership,2025-05-04,Completed,85.6,Certified
T-01764,U-010,P-00896,Advanced,2025-07-15,Completed,76.3,Pending
T-01765,U-027,P-01855,Advanced,2025-11-21,Completed,71.9,Pending
T-01766,U-032,P-02952,Advanced,2025-01-31,Completed,82.2,Certified
T-01767,U-038,P-02231,Leadership,2026-08-01,Completed,77.2,Pending
T-01768,U-005,P-00120,Advanced,2026-05-28,Completed,82.0,Certified
T-01769,U-046,P-00315,Core,2025-06-15,Incomplete,62.9,Pending
T-01770,U-052,P-01663,Core,2026-01-10,Incomplete,64.8,Pending
T-01771,U-006,P-01780,Core,2025-06-27,Completed,76.5,Pending
T-01772,U-047,P-01593,Safety,2025-04-15,Incomplete,62.7,Pending
T-01773,U-031,P-02490,Safety,2026-03-06,Incomplete,64.0,Pending
T-01774,U-009,P-00535,Safety,2025-10-25,Completed,90.9,Certified
T-01775,U-005,P-00942,Advanced,2026-07-09,Completed,76.9,Pending
T-01776,U-035,P-00753,Safety,2025-01-29,Completed,94.8,Certified
T-01777,U-008,P-02966,Advanced,2025-12-30,Completed,95.3,Certified
T-01778,U-021,P-02856,Core,2025-09-29,Incomplete,61.0,Pending
T-01779,U-041,P-01006,Core,2026-07-08,Incomplete,63.4,Pending
T-01780,U-046,P-00642,Core,2025-06-07,Completed,77.5,Pending
T-01781,U-006,P-01195,Leadership,2026-03-05,Completed,76.7,Pending
T-01782,U-038,P-01766,Leadership,2026-06-10,Completed,96.0,Certified
T-01783,U-056,P-00845,Core,2026-05-17,Incomplete,56.2,Pending
T-01784,U-004,P-00695,Safety,2025-02-21,Completed,81.9,Certified
T-01785,U-018,P-02520,Leadership,2025-12-25,Completed,82.4,Certified
T-01786,U-020,P-00330,Leadership,2026-07-02,Incomplete,64.6,Pending
T-01787,U-035,P-01057,Safety,2025-04-15,Completed,78.9,Pending
T-01788,U-022,P-02921,Leadership,2026-05-22,Completed,81.8,Certified
T-01789,U-043,P-02308,Core,2026-07-24,Completed,82.7,Certified
T-01790,U-009,P-01191,Core,2025-06-07,Completed,91.6,Certified
T-01791,U-058,P-00012,Safety,2026-03-13,Completed,77.9,Pending
T-01792,U-033,P-01435,Safety,2025-04-04,Incomplete,66.2,Pending
T-01793,U-047,P-02335,Safety,2026-02-17,Incomplete,66.8,Pending
T-01794,U-043,P-02211,Safety,2025-08-08,Incomplete,68.1,Pending
T-01795,U-017,P-02843,Core,2025-02-18,Incomplete,66.3,Pending
T-01796,U-011,P-01892,Advanced,2026-07-16,Completed,71.4,Pending
T-01797,U-027,P-01855,Leadership,2025-06-18,Completed,86.9,Certified
T-01798,U-055,P-00571,Safety,2026-04-29,Completed,93.9,Certified
T-01799,U-027,P-02985,Safety,2025-02-18,Completed,84.6,Certified
T-01800,U-015,P-00528,Safety,2025-09-12,Completed,95.9,Certified
T-01801,U-004,P-02941,Advanced,2025-07-09,Completed,91.5,Certified
T-01802,U-022,P-01946,Safety,2025-10-20,Incomplete,62.6,Pending
T-01803,U-010,P-02775,Safety,2025-11-19,Completed,90.1,Certified
T-01804,U-009,P-02561,Core,2026-04-09,Incomplete,55.5,Pending
T-01805,U-058,P-02362,Advanced,2025-12-05,Incomplete,69.3,Pending
T-01806,U-026,P-01030,Leadership,2026-03-27,Completed,90.2,Certified
T-01807,U-036,P-00609,Leadership,2026-03-29,Incomplete,65.7,Pending
T-01808,U-030,P-02732,Advanced,2026-08-01,Completed,76.8,Pending
T-01809,U-022,P-00045,Safety,2025-03-24,Completed,98.2,Certified
T-01810,U-049,P-01668,Core,2026-02-15,Incomplete,64.1,Pending
T-01811,U-035,P-01746,Leadership,2025-11-03,Incomplete,63.1,Pending
T-01812,U-028,P-00054,Core,2026-04-16,Completed,82.4,Certified
T-01813,U-030,P-00855,Advanced,2025-06-23,Completed,76.0,Pending
T-01814,U-017,P-02529,Core,2026-05-27,Completed,98.3,Certified
T-01815,U-053,P-01599,Core,2025-08-11,Incomplete,67.3,Pending
T-01816,U-059,P-01639,Safety,2025-11-07,Incomplete,58.1,Pending
T-01817,U-013,P-01028,Advanced,2025-03-23,Incomplete,56.1,Pending
T-01818,U-014,P-02505,Safety,2025-01-20,Completed,71.3,Pending
T-01819,U-011,P-02726,Safety,2026-07-28,Completed,92.3,Certified
T-01820,U-022,P-01232,Safety,2026-08-08,Incomplete,58.2,Pending
T-01821,U-029,P-00736,Advanced,2025-12-02,Completed,91.4,Certified
T-01822,U-022,P-02921,Advanced,2025-05-19,Completed,73.1,Pending
T-01823,U-056,P-02431,Safety,2025-03-07,Incomplete,65.5,Pending
T-01824,U-016,P-00336,Safety,2026-06-08,Completed,84.8,Certified
T-01825,U-060,P-02600,Leadership,2025-09-06,Completed,73.3,Pending
T-01826,U-044,P-02214,Safety,2026-07-06,Completed,88.1,Certified
T-01827,U-032,P-01038,Core,2026-05-01,Completed,72.6,Pending
T-01828,U-040,P-00025,Safety,2025-08-23,Completed,84.8,Certified
T-01829,U-034,P-01382,Core,2026-05-14,Completed,85.2,Certified
T-01830,U-022,P-01535,Core,2026-03-25,Completed,82.3,Certified
T-01831,U-028,P-00658,Core,2025-02-04,Completed,74.0,Pending
T-01832,U-059,P-02217,Safety,2025-12-01,Completed,85.3,Certified
T-01833,U-028,P-01627,Core,2025-09-14,Incomplete,64.0,Pending
T-01834,U-057,P-01831,Leadership,2025-04-17,Completed,85.7,Certified
T-01835,U-029,P-00736,Core,2026-06-25,Completed,74.0,Pending
T-01836,U-037,P-02194,Leadership,2026-01-04,Completed,87.0,Certified
T-01837,U-043,P-01373,Safety,2025-07-19,Completed,77.8,Pending
T-01838,U-030,P-01937,Leadership,2026-07-06,Completed,81.6,Certified
T-01839,U-038,P-02096,Leadership,2026-03-06,Completed,92.8,Certified
