equipment_id,unit_id,equipment_type,category,manufacturer,acquisition_year,operational_status,condition,utilization_rate,last_maintenance_date,next_maintenance_date,downtime_days
E-01045,U-018,Aircraft,Mobility,Nova,2025,Limited,Fair,20.6,2025-12-17,2026-04-09,2
E-01046,U-047,Sensor,Surveillance,Nova,2022,Operational,Poor,30.6,2026-08-03,2027-01-28,8
E-01047,U-023,Communications,Mobility,Apex,2023,Operational,Good,64.0,2026-08-09,2026-11-27,8
E-01048,U-016,Aircraft,Surveillance,Apex,2019,Operational,Poor,71.8,2025-06-02,2025-08-11,30
E-01049,U-038,Communications,Mobility,Orion,2023,Operational,Poor,92.7,2026-06-02,2026-09-12,7
E-01050,U-005,Aircraft,Surveillance,Apex,2019,Operational,Poor,33.2,2025-08-05,2025-08-29,29
E-01051,U-022,Vehicle,Power,Apex,2019,Maintenance,Poor,84.9,2025-11-06,2026-01-25,26
E-01052,U-011,Generator,Mobility,Nova,2023,Operational,Good,75.4,2025-05-14,2025-07-18,19
E-01053,U-042,Communications,Surveillance,Nova,2022,Maintenance,Fair,33.7,2026-04-06,2026-07-01,19
E-01054,U-013,Generator,Power,Nova,2022,Operational,Poor,59.6,2025-07-22,2026-01-12,24
E-01055,U-024,Generator,Surveillance,Nova,2019,Maintenance,Good,91.5,2025-04-23,2025-05-24,10
E-01056,U-040,Generator,Mobility,Nova,2019,Operational,Good,43.4,2025-08-20,2026-02-04,26
E-01057,U-004,Aircraft,Power,Apex,2024,Operational,Good,53.5,2025-02-21,2025-06-11,30
E-01058,U-015,Communications,Power,Apex,2021,Maintenance,Fair,75.6,2026-03-02,2026-04-26,8
E-01059,U-024,Vehicle,Command,Orion,2024,Operational,Good,24.2,2025-06-07,2025-07-18,17
E-01060,U-060,Generator,Command,Orion,2018,Operational,Good,95.5,2025-04-13,2025-06-01,29
E-01061,U-012,Generator,Mobility,Orion,2022,Operational,Fair,53.7,2026-02-10,2026-03-05,0
E-01062,U-041,Generator,Command,Nova,2018,Operational,Good,98.3,2026-06-19,2026-12-12,33
E-01063,U-048,Generator,Command,Apex,2024,Operational,Poor,71.0,2026-04-05,2026-07-16,26
E-01064,U-044,Sensor,Mobility,Orion,2018,Operational,Poor,21.6,2026-05-08,2026-07-10,10
E-01065,U-028,Sensor,Command,Orion,2020,Operational,Good,23.4,2025-11-05,2026-01-15,9
E-01066,U-039,Vehicle,Mobility,Orion,2019,Operational,Fair,52.5,2026-08-12,2026-11-19,19
E-01067,U-010,Sensor,Command,Nova,2026,Maintenance,Fair,45.4,2026-05-31,2026-07-03,18
E-01068,U-012,Sensor,Surveillance,Nova,2017,Operational,Poor,76.4,2025-05-08,2025-06-12,27
E-01069,U-029,Aircraft,Command,Nova,2018,Operational,Fair,96.5,2025-10-02,2026-03-18,25
E-01070,U-038,Generator,Command,Nova,2025,Operational,Poor,89.2,2025-10-11,2026-01-27,11
E-01071,U-033,Communications,Power,Orion,2018,Maintenance,Good,86.2,2026-07-26,2026-12-23,6
E-01072,U-058,Vehicle,Surveillance,Apex,2019,Operational,Fair,39.9,2025-09-10,2025-11-22,3
E-01073,U-012,Generator,Mobility,Apex,2017,Operational,Fair,80.7,2026-03-10,2026-06-02,1
E-01074,U-041,Communications,Surveillance,Apex,2015,Limited,Good,38.4,2026-01-19,2026-02-19,20
E-01075,U-059,Vehicle,Command,Apex,2017,Operational,Fair,27.7,2026-02-14,2026-03-13,31
E-01076,U-046,Generator,Power,Nova,2022,Operational,Good,84.3,2026-01-10,2026-04-08,3
E-01077,U-018,Generator,Power,Orion,2019,Operational,Good,26.3,2025-06-05,2025-11-30,10
E-01078,U-024,Communications,Power,Apex,2023,Operational,Good,95.3,2025-03-31,2025-08-30,4
E-01079,U-038,Generator,Mobility,Orion,2026,Operational,Poor,37.9,2025-09-13,2025-12-21,16
E-01080,U-060,Vehicle,Power,Nova,2022,Operational,Fair,48.6,2026-04-27,2026-06-17,25
E-01081,U-028,Aircraft,Command,Orion,2021,Operational,Good,21.4,2025-06-27,2025-11-04,7
E-01082,U-048,Vehicle,Power,Nova,2021,Operational,Good,45.3,2025-05-18,2025-06-09,0
E-01083,U-030,Generator,Mobility,Orion,2017,Operational,Good,45.2,2025-03-16,2025-08-26,24
E-01084,U-033,Aircraft,Surveillance,Orion,2016,Operational,Fair,35.2,2026-03-07,2026-05-21,27
E-01085,U-002,Aircraft,Mobility,Apex,2015,Limited,Good,93.3,2025-02-13,2025-06-19,6
E-01086,U-055,Aircraft,Command,Orion,2023,Operational,Poor,60.1,2025-08-10,2025-09-24,34
E-01087,U-039,Generator,Surveillance,Nova,2016,Operational,Fair,95.1,2025-02-09,2025-07-21,33
E-01088,U-008,Sensor,Power,Apex,2023,Operational,Poor,48.3,2026-06-05,2026-10-10,2
E-01089,U-023,Generator,Surveillance,Nova,2023,Operational,Good,50.4,2026-01-26,2026-04-01,33
E-01090,U-003,Communications,Surveillance,Apex,2015,Operational,Poor,71.1,2026-05-06,2026-10-14,7
E-01091,U-044,Communications,Command,Orion,2018,Operational,Fair,53.6,2026-04-04,2026-04-28,29
E-01092,U-034,Aircraft,Command,Apex,2021,Operational,Poor,55.5,2025-01-30,2025-07-02,23
E-01093,U-007,Generator,Command,Orion,2022,Operational,Good,40.8,2025-12-21,2026-05-13,16
E-01094,U-037,Sensor,Surveillance,Orion,2020,Operational,Good,89.5,2026-03-22,2026-07-06,31
E-01095,U-058,Sensor,Power,Orion,2021,Operational,Good,48.1,2025-03-28,2025-09-19,23
E-01096,U-053,Generator,Command,Apex,2023,Operational,Good,93.3,2025-08-01,2025-12-11,13
E-01097,U-038,Vehicle,Command,Orion,2023,Operational,Fair,54.3,2025-01-17,2025-04-01,15
E-01098,U-050,Sensor,Command,Apex,2025,Maintenance,Good,28.0,2026-05-04,2026-09-27,35
E-01099,U-031,Sensor,Mobility,Orion,2019,Operational,Poor,58.4,2025-06-14,2025-08-12,0
E-01100,U-055,Generator,Mobility,Apex,2020,Operational,Fair,47.0,2025-05-28,2025-06-23,3
E-01101,U-022,Aircraft,Mobility,Nova,2024,Operational,Poor,93.5,2025-02-02,2025-04-16,31
E-01102,U-026,Aircraft,Surveillance,Apex,2019,Maintenance,Fair,27.8,2025-08-31,2025-11-13,0
E-01103,U-013,Aircraft,Command,Nova,2015,Operational,Good,22.4,2025-09-12,2025-10-22,18
E-01104,U-015,Aircraft,Power,Nova,2018,Operational,Good,59.3,2025-06-11,2025-09-10,6
E-01105,U-029,Generator,Surveillance,Orion,2017,Operational,Poor,69.5,2025-11-18,2026-01-26,22
E-01106,U-007,Communications,Command,Orion,2017,Limited,Fair,82.2,2026-01-22,2026-05-25,3
E-01107,U-001,Communications,Mobility,Apex,2018,Operational,Fair,23.1,2025-05-11,2025-09-05,29
E-01108,U-029,Generator,Mobility,Nova,2020,Operational,Poor,65.1,2025-07-08,2025-08-08,16
E-01109,U-007,Aircraft,Mobility,Orion,2016,Limited,Fair,52.2,2025-06-19,2025-07-20,34
E-01110,U-052,Communications,Command,Orion,2023,Operational,Poor,43.5,2025-07-04,2025-10-02,31
E-01111,U-041,Aircraft,Surveillance,Apex,2021,Operational,Good,46.1,2026-08-21,2027-01-09,25
E-01112,U-040,Generator,Power,Orion,2017,Operational,Good,31.6,2026-07-19,2026-10-13,35
E-01113,U-010,Aircraft,Surveillance,Apex,2026,Operational,Good,39.5,2026-07-04,2026-11-19,15
E-01114,U-030,Generator,Mobility,Apex,2016,Operational,Good,93.1,2025-11-04,2025-12-02,9
E-01115,U-025,Generator,Mobility,Nova,2018,Operational,Poor,65.9,2025-05-05,2025-05-26,24
E-01116,U-006,Sensor,Mobility,Nova,2024,Operational,Poor,29.9,2025-09-28,2025-11-13,8
E-01117,U-047,Aircraft,Command,Orion,2026,Operational,Fair,52.7,2026-01-23,2026-07-03,13
E-01118,U-019,Communications,Power,Apex,2019,Operational,Good,35.8,2025-02-16,2025-03-25,33
E-01119,U-007,Vehicle,Power,Apex,2020,Operational,Good,75.8,2026-07-30,2026-10-17,10
E-01120,U-021,Aircraft,Mobility,Orion,2019,Operational,Fair,23.1,2026-04-01,2026-07-22,26
E-01121,U-001,Sensor,Surveillance,Apex,2019,Operational,Poor,85.4,2025-02-18,2025-07-05,33
E-01122,U-014,Communications,Mobility,Orion,2020,Operational,Fair,41.7,2025-01-23,2025-06-13,8
E-01123,U-049,Generator,Surveillance,Nova,2019,Operational,Good,56.4,2026-04-14,2026-07-11,1
E-01124,U-015,Generator,Power,Nova,2025,Operational,Poor,69.1,2026-04-06,2026-09-07,28
E-01125,U-001,Aircraft,Mobility,Nova,2018,Operational,Fair,79.8,2025-09-10,2026-03-06,18
E-01126,U-006,Generator,Mobility,Apex,2021,Operational,Good,37.9,2026-02-19,2026-06-28,28
E-01127,U-023,Aircraft,Mobility,Orion,2022,Operational,Fair,39.3,2025-03-08,2025-04-06,5
E-01128,U-002,Generator,Power,Orion,2016,Limited,Good,45.8,2026-02-20,2026-06-21,2
E-01129,U-025,Vehicle,Power,Orion,2019,Operational,Poor,52.0,2025-01-22,2025-07-14,19
E-01130,U-057,Aircraft,Power,Nova,2019,Limited,Poor,25.5,2026-01-23,2026-02-15,15
E-01131,U-026,Vehicle,Surveillance,Orion,2015,Operational,Good,55.6,2025-01-26,2025-04-12,30
E-01132,U-021,Communications,Mobility,Orion,2023,Operational,Good,28.9,2025-07-22,2025-08-29,28
E-01133,U-007,Vehicle,Power,Nova,2015,Operational,Good,93.8,2025-02-23,2025-05-22,18
E-01134,U-019,Generator,Surveillance,Orion,2019,Operational,Good,38.6,2026-01-01,2026-06-02,19
E-01135,U-043,Generator,Command,Apex,2024,Operational,Good,58.4,2025-12-17,2026-01-12,13
E-01136,U-047,Communications,Mobility,Apex,2019,Operational,Poor,75.6,2026-01-04,2026-06-22,11
E-01137,U-025,Communications,Surveillance,Nova,2016,Operational,Poor,69.1,2025-12-23,2026-05-08,15
E-01138,U-007,Aircraft,Power,Orion,2026,Maintenance,Good,41.8,2025-08-10,2026-01-03,9
E-01139,U-060,Generator,Surveillance,Orion,2025,Operational,Good,86.8,2026-07-28,2026-09-25,30
E-01140,U-043,Sensor,Mobility,Orion,2026,Operational,Good,99.3,2026-07-21,2026-10-10,17
E-01141,U-037,Sensor,Surveillance,Orion,2015,Operational,Fair,20.5,2025-05-08,2025-08-29,35
E-01142,U-042,Communications,Power,Orion,2024,Operational,Good,29.5,2026-05-05,2026-06-25,24
E-01143,U-009,Sensor,Command,Orion,2019,Operational,Fair,44.2,2025-01-26,2025-04-09,34
E-01144,U-045,Vehicle,Power,Nova,2025,Maintenance,Poor,46.2,2025-01-16,2025-06-09,0
E-01145,U-055,Generator,Command,Orion,2026,Operational,Good,77.9,2025-09-01,2025-12-31,25
E-01146,U-048,Generator,Command,Nova,2025,Operational,Good,46.3,2026-01-06,2026-07-04,11
E-01147,U-025,Vehicle,Mobility,Apex,2025,Operational,Poor,24.4,2025-01-08,2025-04-21,27
E-01148,U-005,Aircraft,Surveillance,Apex,2023,Operational,Fair,83.0,2025-03-14,2025-09-09,32
E-01149,U-006,Communications,Mobility,Apex,2025,Operational,Poor,64.5,2025-03-31,2025-05-25,12
E-01150,U-034,Aircraft,Mobility,Nova,2025,Operational,Poor,85.6,2026-01-20,2026-05-23,30
E-01151,U-009,Vehicle,Mobility,Orion,2025,Operational,Fair,62.3,2025-08-12,2026-01-05,29
E-01152,U-041,Generator,Power,Nova,2021,Operational,Good,68.5,2026-02-27,2026-04-20,4
E-01153,U-050,Communications,Command,Apex,2021,Limited,Good,80.1,2026-07-15,2026-12-16,25
E-01154,U-053,Sensor,Surveillance,Apex,2025,Operational,Poor,70.2,2025-05-05,2025-07-21,1
E-01155,U-010,Generator,Mobility,Nova,2025,Operational,Fair,68.6,2026-02-28,2026-07-06,32
E-01156,U-013,Sensor,Surveillance,Orion,2019,Operational,Good,86.9,2025-03-09,2025-05-05,14
E-01157,U-051,Communications,Command,Orion,2017,Operational,Poor,31.9,2026-08-09,2026-12-09,29
E-01158,U-059,Sensor,Command,Orion,2024,Operational,Fair,68.4,2025-06-29,2025-12-25,20
E-01159,U-055,Generator,Command,Nova,2021,Operational,Fair,40.7,2025-07-10,2025-12-10,17
E-01160,U-049,Aircraft,Surveillance,Nova,2016,Operational,Good,26.0,2026-03-16,2026-05-31,14
E-01161,U-003,Vehicle,Mobility,Orion,2023,Operational,Fair,58.3,2025-09-21,2026-01-04,20
E-01162,U-045,Sensor,Command,Orion,2023,Operational,Fair,94.3,2025-02-27,2025-04-01,10
E-01163,U-060,Vehicle,Command,Apex,2026,Operational,Poor,41.3,2026-08-14,2026-12-11,15
E-01164,U-030,Sensor,Command,Nova,2021,Operational,Fair,78.0,2025-04-30,2025-07-14,9
E-01165,U-013,Generator,Mobility,Nova,2015,Operational,Good,69.8,2026-06-05,2026-09-21,31
E-01166,U-030,Aircraft,Command,Nova,2020,Operational,Fair,88.2,2026-04-12,2026-07-21,22
E-01167,U-005,Sensor,Power,Nova,2016,Operational,Good,25.2,2025-09-18,2025-12-02,25
E-01168,U-060,Communications,Surveillance,Apex,2020,Maintenance,Fair,96.6,2025-01-13,2025-05-31,27
E-01169,U-007,Generator,Power,Nova,2017,Operational,Good,36.6,2025-06-14,2025-07-07,34
E-01170,U-003,Communications,Mobility,Nova,2023,Operational,Poor,31.7,2026-02-12,2026-04-15,16
E-01171,U-041,Aircraft,Surveillance,Apex,2017,Limited,Good,23.1,2025-05-23,2025-10-10,33
E-01172,U-034,Communications,Surveillance,Apex,2026,Operational,Fair,98.5,2025-03-27,2025-06-29,34
E-01173,U-023,Vehicle,Surveillance,Apex,2015,Operational,Good,69.4,2025-07-08,2025-08-02,35
E-01174,U-019,Sensor,Power,Nova,2016,Operational,Fair,74.6,2026-07-12,2026-09-11,31
E-01175,U-040,Sensor,Power,Apex,2017,Operational,Poor,78.5,2025-08-03,2025-11-14,22
E-01176,U-022,Vehicle,Power,Apex,2015,Operational,Poor,29.2,2025-01-20,2025-04-27,34
E-01177,U-050,Communications,Surveillance,Apex,2018,Operational,Poor,23.8,2025-05-12,2025-07-24,26
E-01178,U-001,Communications,Command,Orion,2015,Maintenance,Good,79.7,2025-05-18,2025-10-20,14
E-01179,U-001,Communications,Power,Apex,2022,Operational,Fair,84.6,2025-10-06,2026-03-22,7
E-01180,U-028,Vehicle,Mobility,Orion,2026,Operational,Fair,37.7,2026-07-28,2026-12-03,27
E-01181,U-040,Sensor,Power,Apex,2018,Operational,Good,88.7,2026-07-26,2026-10-19,23
E-01182,U-018,Vehicle,Surveillance,Apex,2021,Operational,Fair,41.1,2025-03-07,2025-07-23,0
E-01183,U-002,Generator,Power,Nova,2015,Limited,Good,46.3,2025-10-22,2025-12-05,31
E-01184,U-027,Aircraft,Surveillance,Nova,2017,Operational,Poor,20.3,2025-05-27,2025-07-19,18
E-01185,U-007,Vehicle,Power,Apex,2025,Operational,Poor,97.1,2026-01-03,2026-05-07,26
E-01186,U-007,Generator,Command,Nova,2020,Operational,Fair,32.8,2025-05-06,2025-07-27,10
E-01187,U-009,Generator,Command,Orion,2025,Limited,Fair,70.9,2025-02-19,2025-05-10,22
E-01188,U-059,Generator,Surveillance,Orion,2017,Operational,Fair,79.7,2025-02-28,2025-05-09,23
E-01189,U-003,Vehicle,Power,Apex,2020,Operational,Fair,60.5,2025-03-31,2025-08-09,11
E-01190,U-030,Aircraft,Command,Orion,2015,Maintenance,Good,26.6,2026-07-11,2026-11-21,17
E-01191,U-035,Vehicle,Power,Orion,2023,Operational,Poor,20.6,2025-09-01,2026-02-19,30
E-01192,U-008,Vehicle,Power,Apex,2017,Limited,Poor,99.3,2026-03-19,2026-06-03,23
E-01193,U-045,Generator,Command,Apex,2020,Operational,Poor,83.5,2025-10-30,2026-04-12,26
E-01194,U-029,Sensor,Mobility,Apex,2025,Operational,Good,82.8,2026-04-01,2026-09-19,35
E-01195,U-015,Generator,Surveillance,Orion,2017,Operational,Fair,89.9,2025-11-09,2026-02-20,6
E-01196,U-006,Aircraft,Power,Nova,2024,Operational,Fair,92.9,2025-01-01,2025-01-30,6
E-01197,U-057,Communications,Mobility,Apex,2018,Operational,Fair,76.7,2025-06-21,2025-12-10,24
E-01198,U-004,Communications,Power,Orion,2021,Operational,Poor,79.9,2026-06-11,2026-08-03,32
E-01199,U-041,Aircraft,Command,Apex,2025,Limited,Fair,42.5,2026-08-24,2026-10-10,7
E-01200,U-048,Aircraft,Surveillance,Nova,2024,Operational,Good,57.3,2026-08-09,2026-11-21,25
E-01201,U-060,Communications,Surveillance,Nova,2023,Operational,Poor,74.1,2025-08-14,2025-10-10,32
E-01202,U-024,Sensor,Mobility,Nova,2019,Limited,Good,97.5,2026-06-09,2026-10-26,25
E-01203,U-045,Aircraft,Mobility,Nova,2015,Operational,Fair,39.0,2025-02-22,2025-08-11,18
E-01204,U-040,Generator,Surveillance,Nova,2025,Operational,Poor,40.2,2025-10-11,2026-01-18,17
E-01205,U-008,Sensor,Command,Nova,2021,Operational,Good,50.8,2026-04-08,2026-07-24,18
E-01206,U-042,Sensor,Power,Nova,2016,Operational,Poor,51.3,2025-11-01,2026-01-26,15
E-01207,U-022,Aircraft,Power,Nova,2025,Limited,Poor,89.0,2025-08-03,2025-09-05,29
E-01208,U-052,Aircraft,Power,Orion,2023,Operational,Good,93.8,2026-01-08,2026-06-04,21
E-01209,U-027,Sensor,Surveillance,Nova,2019,Limited,Good,99.3,2025-03-15,2025-04-13,31
E-01210,U-054,Sensor,Mobility,Nova,2022,Operational,Fair,96.6,2025-02-28,2025-04-13,12
E-01211,U-021,Sensor,Command,Orion,2024,Operational,Good,31.9,2025-01-03,2025-03-14,32
E-01212,U-021,Communications,Command,Orion,2024,Operational,Poor,68.3,2025-01-14,2025-03-08,35
E-01213,U-022,Communications,Mobility,Apex,2025,Operational,Fair,45.2,2025-07-11,2025-09-09,29
E-01214,U-016,Vehicle,Power,Nova,2022,Operational,Good,41.0,2025-12-05,2026-01-07,12
E-01215,U-009,Generator,Surveillance,Orion,2016,Operational,Fair,53.9,2025-09-09,2026-03-04,21
E-01216,U-057,Communications,Power,Orion,2020,Operational,Fair,75.6,2026-08-23,2026-09-22,9
E-01217,U-003,Vehicle,Surveillance,Orion,2016,Operational,Good,53.4,2026-02-25,2026-06-04,16
E-01218,U-060,Generator,Surveillance,Orion,2016,Operational,Good,28.6,2026-08-01,2027-01-12,15
E-01219,U-060,Sensor,Mobility,Orion,2020,Operational,Good,55.0,2025-06-01,2025-10-02,6
E-01220,U-058,Communications,Command,Nova,2026,Operational,Poor,22.1,2025-06-22,2025-10-18,18
E-01221,U-019,Generator,Command,Nova,2015,Operational,Fair,49.7,2026-07-25,2026-11-04,21
E-01222,U-038,Communications,Surveillance,Apex,2026,Operational,Fair,54.3,2025-02-22,2025-07-19,31
E-01223,U-032,Communications,Command,Nova,2017,Limited,Fair,52.8,2025-11-16,2026-01-24,3
E-01224,U-017,Vehicle,Command,Nova,2026,Operational,Good,52.0,2025-02-06,2025-06-02,9
E-01225,U-028,Communications,Command,Apex,2024,Operational,Fair,50.0,2025-07-08,2025-10-22,1
E-01226,U-026,Aircraft,Mobility,Orion,2025,Operational,Fair,21.9,2026-04-14,2026-05-21,21
E-01227,U-044,Vehicle,Mobility,Apex,2024,Operational,Good,40.2,2025-06-26,2025-12-19,2
E-01228,U-030,Communications,Mobility,Orion,2017,Operational,Poor,25.9,2026-05-03,2026-07-11,15
E-01229,U-049,Aircraft,Command,Nova,2021,Operational,Poor,68.8,2025-03-16,2025-05-03,0
E-01230,U-055,Vehicle,Surveillance,Apex,2017,Operational,Good,93.6,2025-08-18,2025-09-17,3
E-01231,U-058,Communications,Command,Nova,2022,Limited,Fair,79.9,2025-05-09,2025-07-14,29
E-01232,U-050,Generator,Power,Orion,2026,Operational,Poor,62.8,2025-11-20,2026-04-02,10
E-01233,U-058,Vehicle,Surveillance,Apex,2017,Limited,Good,75.4,2025-05-29,2025-10-28,1
E-01234,U-006,Aircraft,Mobility,Orion,2019,Operational,Fair,76.3,2026-03-08,2026-06-29,32
E-01235,U-038,Generator,Surveillance,Orion,2015,Operational,Poor,53.4,2025-05-21,2025-06-14,27
E-01236,U-057,Communications,Power,Orion,2017,Operational,Fair,56.9,2026-03-27,2026-08-09,35
E-01237,U-030,Sensor,Power,Apex,2022,Operational,Good,84.8,2026-04-26,2026-10-18,17
E-01238,U-027,Sensor,Surveillance,Apex,2021,Operational,Good,31.4,2026-05-06,2026-10-30,32
E-01239,U-033,Aircraft,Power,Apex,2021,Maintenance,Poor,24.9,2025-06-06,2025-11-26,8
E-01240,U-033,Vehicle,Surveillance,Orion,2016,Operational,Fair,22.1,2026-02-15,2026-06-02,12
E-01241,U-056,Aircraft,Surveillance,Apex,2020,Maintenance,Fair,78.3,2025-03-18,2025-07-17,34
E-01242,U-033,Vehicle,Surveillance,Orion,2019,Operational,Fair,97.6,2025-07-26,2026-01-09,23
E-01243,U-041,Sensor,Command,Apex,2017,Operational,Fair,30.7,2025-05-28,2025-09-17,15
E-01244,U-024,Sensor,Mobility,Apex,2024,Operational,Poor,26.8,2025-03-27,2025-09-20,35
E-01245,U-044,Vehicle,Surveillance,Apex,2026,Operational,Good,57.7,2026-07-24,2026-12-22,25
E-01246,U-032,Communications,Mobility,Orion,2022,Operational,Poor,28.3,2026-01-11,2026-02-14,30
E-01247,U-053,Generator,Command,Apex,2021,Operational,Poor,66.3,2025-03-01,2025-07-12,24
E-01248,U-029,Sensor,Mobility,Nova,2015,Operational,Fair,98.0,2025-10-28,2025-12-10,2
E-01249,U-060,Sensor,Mobility,Apex,2022,Operational,Poor,79.0,2025-02-22,2025-03-21,11
E-01250,U-001,Communications,Power,Nova,2019,Operational,Poor,57.9,2025-02-19,2025-08-18,14
E-01251,U-046,Vehicle,Mobility,Nova,2017,Operational,Poor,92.1,2025-02-03,2025-06-23,23
E-01252,U-058,Sensor,Power,Nova,2018,Maintenance,Poor,53.8,2025-10-03,2026-03-24,28
E-01253,U-048,Communications,Power,Apex,2021,Operational,Poor,74.3,2025-09-18,2026-03-14,16
E-01254,U-043,Generator,Mobility,Orion,2019,Operational,Good,47.9,2025-02-27,2025-05-12,28
E-01255,U-019,Vehicle,Command,Apex,2022,Operational,Poor,81.4,2026-01-11,2026-05-24,27
E-01256,U-051,Aircraft,Surveillance,Orion,2023,Operational,Good,79.5,2026-08-11,2026-12-05,0
E-01257,U-054,Generator,Surveillance,Apex,2022,Limited,Fair,67.9,2025-11-24,2025-12-25,23
E-01258,U-034,Aircraft,Mobility,Orion,2019,Operational,Poor,69.0,2026-02-05,2026-07-06,3
E-01259,U-014,Sensor,Command,Orion,2026,Operational,Good,73.9,2026-05-31,2026-10-11,16
E-01260,U-017,Aircraft,Surveillance,Apex,2017,Operational,Fair,49.9,2025-01-28,2025-04-20,20
E-01261,U-010,Vehicle,Mobility,Apex,2026,Maintenance,Good,92.9,2025-04-22,2025-09-21,23
E-01262,U-052,Generator,Surveillance,Nova,2021,Operational,Poor,68.8,2026-07-02,2026-10-12,14
E-01263,U-053,Communications,Power,Nova,2021,Operational,Good,60.0,2025-03-20,2025-06-01,3
E-01264,U-053,Generator,Mobility,Apex,2017,Maintenance,Good,72.5,2025-07-23,2025-11-27,16
E-01265,U-010,Communications,Mobility,Orion,2020,Operational,Fair,63.7,2026-05-23,2026-07-23,33
E-01266,U-056,Vehicle,Command,Apex,2019,Maintenance,Fair,97.7,2026-07-16,2026-10-09,34
E-01267,U-018,Sensor,Mobility,Orion,2017,Maintenance,Poor,39.8,2025-11-09,2026-03-25,6
E-01268,U-031,Sensor,Command,Apex,2019,Limited,Fair,26.3,2025-09-16,2025-11-21,31
E-01269,U-022,Generator,Power,Apex,2024,Limited,Good,53.9,2025-02-18,2025-06-27,32
E-01270,U-034,Aircraft,Surveillance,Orion,2020,Maintenance,Fair,42.3,2026-07-09,2026-12-07,16
E-01271,U-057,Vehicle,Command,Orion,2015,Maintenance,Good,93.4,2025-10-29,2025-12-22,13
E-01272,U-027,Aircraft,Surveillance,Apex,2026,Operational,Fair,46.6,2025-12-03,2026-01-08,13
E-01273,U-017,Aircraft,Mobility,Apex,2017,Operational,Fair,87.3,2025-09-13,2026-02-15,18
E-01274,U-051,Aircraft,Command,Orion,2026,Operational,Poor,48.0,2026-05-06,2026-06-25,4
E-01275,U-024,Sensor,Command,Nova,2017,Operational,Poor,93.7,2026-07-22,2026-08-26,29
E-01276,U-002,Aircraft,Power,Nova,2015,Operational,Fair,97.4,2025-12-10,2026-01-25,24
E-01277,U-003,Sensor,Power,Apex,2018,Operational,Good,37.1,2025-05-14,2025-09-23,11
E-01278,U-052,Aircraft,Surveillance,Nova,2025,Maintenance,Good,42.7,2025-03-11,2025-07-25,22
E-01279,U-027,Vehicle,Command,Nova,2016,Operational,Good,63.5,2025-03-06,2025-03-29,31
E-01280,U-035,Sensor,Mobility,Orion,2021,Operational,Good,45.5,2026-07-25,2026-10-29,22
E-01281,U-040,Aircraft,Surveillance,Orion,2018,Limited,Fair,54.6,2025-12-06,2026-03-11,5
E-01282,U-034,Aircraft,Command,Orion,2017,Operational,Good,95.1,2025-06-19,2025-11-19,34
E-01283,U-025,Vehicle,Power,Nova,2019,Operational,Fair,67.1,2026-08-22,2027-02-13,33
E-01284,U-049,Aircraft,Command,Nova,2023,Operational,Fair,55.9,2025-06-29,2025-07-28,21
E-01285,U-010,Vehicle,Command,Nova,2017,Operational,Poor,63.2,2025-09-06,2026-01-21,5
E-01286,U-051,Communications,Mobility,Apex,2021,Operational,Fair,61.8,2025-08-03,2025-11-06,8
E-01287,U-051,Aircraft,Surveillance,Apex,2021,Maintenance,Poor,76.2,2026-05-08,2026-08-22,11
E-01288,U-031,Sensor,Surveillance,Apex,2026,Operational,Good,32.0,2026-06-26,2026-11-22,30
E-01289,U-029,Generator,Surveillance,Apex,2026,Limited,Good,52.5,2025-08-20,2026-01-24,14
E-01290,U-053,Generator,Power,Orion,2018,Operational,Fair,91.3,2025-09-30,2025-12-03,12
E-01291,U-042,Sensor,Mobility,Apex,2019,Operational,Fair,37.0,2026-04-09,2026-09-11,22
E-01292,U-046,Vehicle,Command,Orion,2018,Maintenance,Poor,70.9,2025-08-12,2025-10-03,10
E-01293,U-036,Vehicle,Power,Nova,2017,Operational,Fair,23.3,2026-04-04,2026-06-02,21
E-01294,U-022,Sensor,Command,Nova,2022,Operational,Fair,71.9,2025-10-25,2026-01-28,6
E-01295,U-007,Aircraft,Mobility,Orion,2024,Operational,Fair,71.0,2026-05-04,2026-08-05,25
E-01296,U-056,Aircraft,Surveillance,Orion,2021,Maintenance,Poor,20.8,2025-08-27,2025-11-26,32
E-01297,U-043,Sensor,Command,Apex,2017,Operational,Poor,34.3,2026-03-18,2026-04-25,10
E-01298,U-019,Generator,Surveillance,Nova,2022,Limited,Good,20.8,2025-12-05,2026-04-12,10
E-01299,U-016,Aircraft,Power,Apex,2021,Operational,Fair,22.5,2025-11-17,2026-03-22,1
E-01300,U-041,Communications,Mobility,Apex,2017,Limited,Poor,23.8,2025-11-27,2026-02-17,32
E-01301,U-002,Aircraft,Surveillance,Apex,2021,Operational,Good,63.5,2025-09-05,2025-11-27,22
E-01302,U-028,Generator,Mobility,Apex,2023,Limited,Poor,21.4,2025-02-24,2025-04-14,23
E-01303,U-053,Sensor,Power,Apex,2020,Operational,Fair,56.7,2025-07-31,2025-09-22,28
E-01304,U-032,Sensor,Mobility,Orion,2021,Operational,Fair,68.7,2026-06-08,2026-12-03,23
E-01305,U-030,Sensor,Power,Nova,2020,Operational,Poor,65.6,2025-12-28,2026-04-21,1
E-01306,U-058,Communications,Surveillance,Apex,2024,Operational,Poor,70.5,2025-11-28,2026-04-10,7
